account_id,district_id,frequency,acc_creation_date,acc_age_at_loan
972,46,0,1996-09-29,0
973,54,0,1994-11-05,0
974,29,0,1994-02-25,0
975,1,0,1996-10-19,0
976,77,0,1996-01-27,0
977,1,0,1993-04-26,0
978,73,0,1993-08-18,0
979,21,0,1993-02-16,0
980,1,0,1996-12-11,0
981,66,0,1995-03-25,0
982,54,0,1993-02-05,0
984,2,0,1996-07-10,0
985,32,0,1994-05-29,0
986,74,0,1996-05-02,0
987,15,0,1996-08-27,0
988,10,0,1994-10-22,0
989,19,0,1994-03-14,0
990,17,0,1995-10-11,0
991,39,0,1993-05-18,0
992,22,0,1995-10-01,0
993,6,0,1996-11-14,19
994,72,0,1995-09-15,0
995,64,0,1995-08-23,0
996,47,0,1997-08-18,0
997,54,0,1997-05-08,0
998,47,0,1993-11-11,0
1000,77,0,1993-01-25,0
1002,50,0,1996-09-17,0
1003,28,0,1996-10-10,0
1004,70,0,1996-07-02,21
1005,54,1,1993-02-23,0
1006,6,0,1993-02-08,0
1007,1,0,1996-06-28,0
1008,13,0,1996-10-05,0
1009,1,1,1995-08-01,0
1010,61,0,1995-05-01,0
1011,45,0,1994-12-17,12
1012,65,0,1994-07-09,3
1013,59,0,1996-05-13,0
1014,74,0,1996-03-20,0
1015,1,0,1997-06-14,0
1016,40,0,1993-09-29,0
1017,14,0,1994-08-11,0
1018,7,0,1993-06-03,0
1019,52,0,1993-01-21,0
1020,56,0,1996-04-09,0
1021,42,0,1996-11-17,0
1022,33,1,1994-08-01,0
1023,21,0,1993-08-13,0
1024,19,0,1997-05-02,0
1026,20,0,1997-09-03,0
1027,68,0,1997-07-18,0
1028,23,0,1996-03-19,0
1029,26,0,1996-06-25,0
1030,57,0,1995-11-12,0
1031,74,0,1995-06-20,0
1032,11,0,1993-04-26,0
1033,32,0,1997-08-05,0
1034,73,0,1997-04-04,0
1035,73,0,1997-04-18,0
1036,11,0,1996-01-18,0
1037,1,0,1997-02-18,0
1038,64,0,1995-04-20,0
1039,70,1,1993-05-10,0
1040,19,0,1996-05-18,0
1042,43,0,1994-04-03,0
1043,1,0,1997-08-13,0
1044,14,0,1995-11-09,0
1045,3,0,1996-05-09,0
1046,1,0,1995-04-14,0
1047,46,0,1994-06-13,0
1048,35,0,1993-05-05,0
1049,18,0,1997-12-04,0
1050,57,2,1993-02-24,0
1051,35,0,1993-10-21,0
1052,61,0,1993-09-27,0
1053,57,0,1994-05-25,0
1054,10,0,1993-02-19,0
1055,29,0,1996-12-12,0
1056,1,1,1996-12-28,0
1057,13,0,1993-08-23,0
1058,47,0,1996-06-11,0
1059,8,0,1995-05-30,0
1060,6,0,1996-10-20,0
1061,44,0,1997-10-17,0
1062,6,0,1993-07-11,0
1063,68,0,1996-09-19,0
1064,70,0,1997-09-29,0
1065,72,0,1993-03-27,0
1066,16,1,1996-09-15,0
1067,34,0,1996-09-10,0
1068,52,0,1997-02-15,19
1069,70,0,1993-07-24,0
1070,62,0,1996-04-23,0
1071,68,1,1993-05-10,8
1072,65,0,1997-12-09,0
1073,73,0,1994-02-27,0
1074,59,0,1996-05-16,0
1075,35,0,1995-07-13,0
1076,1,0,1994-10-30,0
1077,14,0,1993-03-03,0
1078,1,0,1996-07-12,0
1079,74,0,1993-09-14,0
1080,55,0,1993-12-27,0
1081,64,0,1996-12-21,0
1082,2,0,1996-06-08,0
1083,45,0,1996-12-06,16
1085,42,0,1997-09-11,0
1086,37,0,1996-06-17,0
1087,55,0,1996-06-26,0
1088,32,0,1993-12-19,0
1089,74,0,1995-10-10,0
1090,69,0,1996-10-19,0
1091,16,0,1993-09-09,0
1092,41,0,1995-06-06,0
1093,54,0,1996-01-14,17
1094,35,0,1996-07-10,0
1095,54,0,1997-06-18,0
1096,34,0,1997-03-03,0
1097,67,0,1996-06-22,0
1098,47,0,1993-12-28,0
1100,35,0,1996-09-23,0
1101,4,0,1997-09-22,0
1102,70,0,1996-02-19,0
1103,66,0,1995-07-09,0
1104,39,0,1995-12-07,0
1105,55,0,1994-09-01,0
1106,20,1,1993-08-29,14
1107,42,0,1993-09-08,0
1108,26,0,1995-03-09,0
1109,66,0,1994-10-27,0
1110,54,0,1997-07-10,0
1111,5,0,1996-02-16,0
1112,48,0,1995-02-03,0
1113,8,0,1996-09-23,0
1114,6,1,1993-11-13,0
1115,34,0,1993-03-27,0
1116,1,0,1993-07-20,0
1117,68,0,1996-08-29,0
1118,48,0,1993-07-04,0
1120,1,0,1993-10-05,0
1121,32,0,1996-04-17,0
1122,13,0,1995-08-12,0
1123,13,0,1993-11-01,0
1124,26,0,1996-06-02,0
1125,1,1,1997-11-21,0
1126,56,0,1993-03-08,0
1127,27,0,1993-01-27,0
1128,74,0,1993-11-21,0
1129,35,0,1995-03-03,0
1130,1,0,1997-05-11,0
1132,1,1,1993-02-03,0
1133,1,0,1993-11-01,0
1134,6,0,1993-02-09,0
1135,1,0,1995-07-17,0
1136,12,0,1993-08-07,0
1137,60,0,1995-12-19,0
1138,41,0,1997-04-07,0
1139,34,2,1996-01-20,0
1140,49,0,1997-11-07,0
1141,28,0,1997-02-16,0
1142,74,0,1995-10-19,0
1144,59,0,1993-01-28,0
1145,31,0,1993-07-03,0
1146,67,0,1993-09-12,0
1147,44,0,1993-04-10,0
1149,18,0,1995-09-07,0
1150,29,0,1997-10-08,0
1151,40,0,1995-06-23,0
1152,45,0,1993-04-15,0
1153,35,0,1993-12-29,0
1154,5,1,1997-08-29,0
1155,43,0,1996-10-04,0
1156,59,0,1997-12-09,0
1157,7,0,1993-03-27,0
1158,50,0,1994-04-03,0
1159,49,0,1994-02-09,0
1160,39,1,1996-07-29,0
1161,66,0,1993-05-08,0
1164,35,0,1994-01-14,0
1165,44,0,1997-03-23,0
1166,11,0,1993-04-21,9
1168,29,0,1994-11-03,0
1169,49,2,1994-03-02,0
1170,25,0,1996-03-26,0
1171,18,0,1997-12-20,0
1172,6,0,1997-10-25,0
1173,11,0,1996-09-22,0
1174,70,0,1995-03-21,0
1176,19,0,1996-10-24,0
1177,27,0,1997-12-20,0
1178,41,0,1997-05-04,0
1179,74,0,1993-01-23,0
1180,20,0,1993-05-19,0
1181,69,0,1997-08-20,0
1182,8,0,1997-02-11,0
1183,12,0,1995-05-08,0
1184,14,0,1994-05-06,0
1185,12,0,1997-06-07,0
1186,64,0,1997-12-17,0
1187,55,0,1996-07-28,0
1188,16,0,1996-07-22,0
1189,59,0,1993-03-19,0
1190,52,0,1996-09-09,0
1192,29,0,1996-05-02,0
1193,29,0,1994-01-05,0
1194,1,0,1994-04-15,0
1195,42,0,1996-12-27,0
1196,29,0,1996-01-16,0
1197,68,0,1993-09-07,0
1198,70,0,1997-04-20,0
1199,50,0,1997-03-18,0
1200,33,0,1993-05-07,0
1201,61,0,1993-07-23,0
1203,72,0,1995-08-09,0
1204,29,0,1993-12-03,0
1205,73,0,1994-10-08,0
1206,70,0,1995-10-21,0
1207,67,0,1993-06-08,0
1208,4,0,1997-11-09,0
1209,23,0,1997-10-23,0
1210,28,0,1996-05-21,0
1211,49,0,1996-08-09,0
1212,70,0,1995-12-18,0
1213,36,0,1996-05-08,0
1214,39,0,1997-01-19,0
1215,65,0,1997-03-04,0
1216,77,0,1996-03-01,0
1217,69,0,1993-10-25,0
1218,1,0,1996-12-12,0
1219,1,0,1996-06-08,0
1220,1,0,1995-07-15,0
1221,45,0,1997-01-02,0
1222,66,0,1993-01-20,0
1223,70,0,1996-08-10,0
1225,4,0,1993-12-14,0
1226,1,0,1996-10-23,0
1227,69,0,1996-01-13,0
1228,62,0,1995-04-09,0
1229,46,0,1997-12-10,0
1230,1,0,1997-05-03,0
1231,7,0,1994-01-18,0
1232,48,0,1996-07-06,0
1233,31,0,1996-02-08,0
1234,6,0,1993-09-13,0
1235,76,0,1993-11-23,0
1236,19,0,1993-05-05,0
1237,9,0,1994-03-13,0
1238,1,0,1995-10-29,0
1239,1,0,1993-04-10,0
1240,1,0,1997-09-11,0
1241,53,0,1996-07-02,0
1242,74,2,1996-11-24,9
1243,1,0,1996-01-07,0
1244,68,0,1996-05-08,9
1245,68,0,1997-11-12,0
1246,58,0,1994-08-18,0
1247,25,0,1993-06-08,21
1248,22,0,1995-04-29,0
1249,67,0,1995-03-30,0
1250,62,0,1996-03-28,8
1251,34,1,1995-07-18,0
1252,13,1,1995-07-26,20
1253,5,0,1997-04-13,0
1254,74,0,1995-03-28,0
1255,68,0,1997-07-02,0
1256,38,0,1994-04-21,13
1257,66,0,1995-10-11,0
1258,3,0,1996-09-01,0
1259,72,0,1997-04-12,0
1260,5,0,1996-11-17,0
1261,52,0,1995-03-18,0
1262,29,0,1997-01-19,0
1263,30,1,1996-01-09,0
1264,1,0,1997-02-16,0
1265,49,0,1996-02-25,0
1266,57,0,1996-07-01,0
1267,43,0,1996-08-05,0
1268,74,0,1993-07-25,0
1269,52,0,1994-03-28,0
1270,55,2,1996-06-07,12
1271,17,0,1996-06-18,0
1272,40,1,1993-05-25,0
1273,37,0,1994-03-25,0
1274,54,1,1996-08-19,0
1275,32,0,1996-06-26,0
1276,36,0,1993-01-07,0
1277,31,0,1993-06-20,0
1279,28,0,1997-10-13,0
1280,70,0,1995-05-03,0
1281,8,0,1997-04-14,0
1284,55,0,1997-07-02,17
1285,65,0,1993-06-04,0
1286,66,2,1993-11-23,0
1287,35,0,1995-03-04,0
1288,11,0,1993-11-27,0
1289,72,0,1996-07-07,0
1291,1,0,1994-07-04,0
1292,3,0,1994-09-03,0
1293,40,0,1996-09-03,0
1294,71,0,1994-11-27,0
1295,15,0,1994-10-28,0
1296,50,0,1996-12-02,0
1297,70,0,1993-07-27,0
1298,7,0,1996-01-20,0
1299,1,0,1993-06-21,0
1301,18,0,1994-09-15,0
1302,55,0,1993-11-21,0
1303,23,0,1997-09-08,0
1304,40,0,1996-04-27,0
1305,57,0,1993-08-25,0
1306,1,0,1995-03-22,0
1307,56,0,1994-12-05,0
1308,54,0,1996-09-25,0
1309,1,0,1995-04-15,0
1310,1,0,1996-02-22,0
1311,60,0,1996-01-03,0
1312,23,0,1994-10-15,0
1313,45,0,1997-10-01,0
1314,48,0,1993-12-03,0
1315,13,0,1995-04-17,0
1316,42,0,1996-12-13,0
1317,56,0,1994-02-18,0
1318,56,0,1997-12-22,9
1319,56,2,1997-08-08,0
1320,58,0,1996-11-18,0
1321,60,0,1997-03-27,0
1322,17,0,1993-07-05,0
1323,43,0,1996-05-20,0
1324,42,0,1996-11-05,0
1325,26,0,1996-08-08,0
1326,52,0,1996-11-11,0
1327,65,0,1994-08-24,0
1328,8,0,1996-05-04,0
1329,53,0,1996-09-16,11
1330,68,0,1996-10-22,0
1331,59,0,1995-01-03,0
1332,59,0,1993-03-25,0
1333,21,0,1994-09-29,0
1334,74,0,1993-05-14,0
1335,54,0,1995-09-21,0
1336,5,0,1997-02-26,0
1337,23,0,1993-09-01,0
1338,74,0,1993-01-11,0
1339,76,0,1997-07-06,0
1340,52,0,1997-10-28,0
1341,36,0,1995-11-21,0
1342,9,0,1997-10-09,0
1344,12,2,1995-07-16,0
1345,28,0,1993-10-19,0
1346,74,0,1997-07-01,0
1347,8,0,1996-11-24,0
1348,55,0,1997-11-12,0
1349,75,0,1996-03-05,0
1350,21,1,1996-08-25,0
1351,40,0,1996-03-29,0
1352,1,0,1994-09-23,0
1353,51,0,1994-04-21,0
1354,31,0,1997-06-21,0
1355,1,0,1997-08-16,0
1356,39,0,1997-02-01,0
1357,56,0,1995-11-20,0
1358,39,0,1996-04-21,0
1359,8,0,1993-12-02,0
1360,71,0,1994-08-14,0
1361,46,0,1996-12-09,0
1362,1,0,1996-12-19,0
1363,11,0,1997-03-23,0
1365,42,0,1996-03-15,0
1366,60,0,1993-02-24,0
1367,74,0,1996-08-20,0
1368,22,0,1996-12-12,0
1369,32,0,1996-03-23,0
1370,52,0,1996-09-25,0
1371,1,0,1994-04-27,0
1372,1,0,1993-03-16,0
1373,47,0,1993-06-12,0
1374,53,0,1996-09-26,11
1375,19,0,1994-04-27,16
1376,64,0,1995-09-20,0
1377,1,0,1996-09-25,0
1378,59,0,1993-03-04,0
1379,47,0,1997-10-01,0
1380,53,0,1996-02-19,0
1381,57,0,1993-11-01,0
1382,48,0,1993-08-03,0
1383,11,0,1996-04-15,0
1384,74,1,1996-03-28,0
1385,53,0,1997-05-08,0
1387,67,0,1997-01-01,0
1388,29,0,1994-05-02,0
1389,34,0,1997-08-05,13
1390,69,0,1996-12-30,0
1391,15,0,1996-12-21,0
1392,60,0,1993-04-28,0
1393,1,0,1996-11-24,0
1394,32,0,1994-12-27,0
1395,1,0,1995-11-21,0
1396,46,0,1996-06-26,0
1397,17,0,1993-03-22,0
1398,62,0,1994-08-18,0
1399,45,0,1996-05-20,0
1401,1,0,1993-08-12,0
1402,74,0,1993-03-26,0
1403,17,0,1995-11-02,0
1404,7,1,1993-09-22,0
1405,53,0,1996-06-04,0
1406,50,0,1994-03-04,0
1407,19,2,1997-04-11,9
1408,10,0,1996-09-07,0
1410,74,0,1993-09-11,0
1411,54,0,1993-07-09,0
1412,64,0,1993-05-18,0
1413,65,0,1995-06-07,0
1414,58,0,1995-01-17,0
1416,66,1,1993-07-12,0
1417,75,0,1994-12-20,0
1418,35,0,1997-02-09,0
1419,33,0,1993-12-22,0
1420,68,0,1995-06-08,0
1421,71,0,1994-10-05,0
1422,68,0,1993-04-09,0
1423,76,0,1995-09-08,0
1424,32,0,1997-05-20,0
1425,76,0,1993-07-06,0
1426,40,0,1995-10-27,0
1427,17,0,1995-10-08,0
1429,57,0,1993-07-30,0
1430,26,0,1997-02-13,0
1431,41,0,1996-06-11,0
1432,27,0,1997-07-19,0
1434,70,0,1997-08-08,0
1435,1,0,1996-12-01,0
1436,3,0,1994-12-07,0
1437,50,0,1995-01-13,0
1438,23,1,1997-09-18,0
1439,11,0,1996-01-27,0
1440,55,0,1993-09-22,0
1441,50,0,1994-10-25,0
1442,23,0,1993-05-23,0
1443,54,0,1997-09-27,0
1444,70,0,1996-06-16,0
1445,60,0,1996-03-16,0
1446,57,0,1995-01-18,0
1447,65,0,1997-02-20,3
1448,1,0,1995-10-07,0
1449,35,0,1993-08-26,0
1450,63,0,1996-04-07,0
1451,64,0,1993-06-24,0
1452,45,0,1995-09-16,0
1453,61,1,1993-09-25,0
1454,46,0,1997-07-25,0
1455,66,0,1996-01-03,0
1456,9,0,1996-04-12,0
1458,29,0,1994-01-03,0
1459,12,0,1997-03-26,0
1460,54,0,1996-11-29,0
1461,73,0,1996-04-07,0
1463,32,0,1996-09-25,0
1464,73,0,1996-10-21,0
1465,30,0,1995-06-08,0
1466,69,1,1997-03-26,0
1467,37,0,1994-04-27,0
1468,54,0,1993-10-11,0
1469,67,0,1995-12-15,0
1470,19,0,1994-02-10,0
1471,1,0,1996-07-21,0
1472,2,0,1995-07-20,0
1473,39,0,1996-04-16,0
1474,63,0,1996-09-14,0
1475,1,1,1993-06-14,0
1476,61,0,1993-04-26,0
1477,1,0,1993-02-08,0
1478,5,0,1996-10-30,0
1479,54,0,1995-04-04,0
1480,41,1,1996-07-03,18
1481,15,0,1993-01-17,0
1482,38,0,1996-12-08,0
1483,10,0,1996-01-09,0
1484,70,0,1996-09-23,0
1485,36,0,1993-10-03,0
1486,63,0,1996-01-15,0
1487,66,0,1993-09-10,0
1488,25,0,1997-04-29,0
1490,5,0,1996-07-25,0
1491,47,0,1997-06-11,0
1492,24,0,1996-10-17,0
1493,41,0,1993-01-09,0
1494,1,0,1997-10-08,0
1495,36,0,1993-11-01,0
1496,57,0,1995-02-05,0
1497,1,0,1993-07-16,0
1498,62,1,1997-02-07,20
1499,47,0,1993-11-28,0
1500,43,0,1996-10-01,0
1501,50,0,1996-08-11,0
1502,1,0,1996-10-02,0
1503,71,0,1996-04-10,0
1504,1,0,1996-08-26,0
1505,69,0,1993-04-23,0
1506,51,0,1997-10-13,0
1507,35,0,1993-08-03,0
1508,69,0,1996-01-22,0
1509,51,0,1994-05-19,0
1510,33,0,1996-03-11,0
1511,51,2,1994-03-13,0
1512,1,0,1994-01-08,0
1513,30,0,1993-08-23,0
1514,7,0,1997-07-01,0
1515,11,0,1993-06-11,0
1516,67,0,1993-10-08,0
1517,5,0,1996-08-24,0
1518,67,0,1993-04-21,0
1519,9,0,1995-06-14,0
1520,48,0,1995-08-08,0
1521,74,0,1996-04-04,0
1522,48,0,1997-08-02,0
1523,52,2,1997-11-24,0
1524,6,0,1997-02-20,0
1525,57,0,1996-09-05,0
1526,52,0,1995-01-22,0
1527,31,2,1993-11-17,12
1528,50,0,1996-06-08,13
1529,1,0,1996-04-28,0
1530,70,0,1995-05-27,0
1532,54,0,1996-09-19,0
1534,1,0,1993-05-24,0
1535,46,0,1993-03-20,0
1536,41,1,1993-01-22,0
1537,54,0,1997-06-06,0
1538,22,0,1996-09-20,0
1539,1,2,1993-01-03,0
1540,1,0,1995-03-29,0
1541,60,0,1996-10-18,0
1542,1,0,1996-04-25,0
1543,1,0,1996-04-14,0
1544,69,0,1993-07-14,0
1545,1,0,1993-03-08,0
1546,15,0,1996-11-20,0
1547,72,0,1993-09-14,0
1548,47,0,1995-01-27,0
1549,21,0,1996-11-21,0
1550,1,0,1996-04-15,0
1551,72,0,1997-06-18,0
1552,18,0,1994-01-02,0
1553,59,0,1996-12-21,0
1554,47,0,1994-11-15,0
1555,34,0,1996-11-10,0
1556,54,0,1996-09-15,0
1557,66,0,1996-12-13,0
1558,32,0,1996-10-06,0
1559,14,0,1994-10-08,0
1560,62,0,1997-04-14,0
1561,66,0,1995-04-01,0
1562,1,0,1995-08-30,0
1563,47,0,1996-08-14,0
1564,48,0,1996-03-05,0
1565,36,0,1993-10-20,0
1566,73,0,1993-07-07,0
1567,10,0,1997-08-19,0
1568,23,0,1995-07-15,0
1570,1,0,1994-03-12,0
1571,66,0,1996-07-29,0
1572,72,0,1997-10-21,0
1573,63,0,1997-12-29,0
1574,75,0,1997-05-28,0
1575,1,0,1993-02-27,0
1576,35,1,1996-08-06,0
1577,67,0,1996-10-16,0
1578,48,0,1994-12-01,0
1579,57,0,1994-08-09,0
1580,69,0,1996-01-08,22
1581,39,0,1995-10-12,0
1582,28,0,1996-05-01,0
1583,69,2,1994-11-17,21
1584,30,0,1993-05-27,0
1585,42,0,1996-02-23,0
1586,1,0,1996-10-03,0
1587,1,0,1996-12-11,0
1588,67,0,1993-12-11,0
1589,37,0,1993-08-07,0
1590,77,0,1995-04-07,0
1591,65,0,1996-01-10,0
1592,38,0,1994-08-18,0
1593,16,0,1996-08-22,0
1594,15,0,1997-04-06,0
1596,70,0,1997-10-05,0
1597,68,0,1995-07-04,0
1598,15,0,1997-04-12,0
1599,57,0,1995-11-10,0
1600,1,0,1996-09-13,0
1601,10,0,1993-02-09,0
1602,33,0,1993-09-19,0
1603,1,0,1993-05-09,9
1604,54,0,1993-12-16,0
1605,72,0,1993-12-16,0
1606,23,0,1996-03-07,0
1607,71,0,1996-04-20,0
1608,26,0,1997-10-08,0
1609,41,0,1996-07-05,0
1610,52,0,1993-05-17,0
1611,69,0,1996-02-11,0
1612,66,0,1996-02-12,0
1613,1,0,1995-09-13,0
1614,63,0,1996-05-07,0
1615,1,0,1997-10-20,0
1616,22,0,1997-02-07,0
1617,45,0,1993-06-01,0
1618,6,0,1996-12-18,0
1619,38,0,1997-02-24,0
1620,17,0,1995-06-08,0
1621,75,0,1993-12-01,0
1622,19,0,1996-04-12,0
1623,1,0,1996-02-04,0
1624,53,0,1996-04-22,0
1625,1,0,1995-01-17,0
1626,3,0,1994-03-15,0
1627,1,0,1994-01-20,0
1628,60,0,1993-01-10,0
1629,10,0,1995-11-02,0
1630,72,0,1993-07-28,0
1631,10,0,1996-09-27,0
1632,18,1,1996-01-13,0
1633,51,0,1995-02-22,0
1634,77,0,1994-06-04,0
1635,19,0,1993-12-29,0
1636,53,0,1997-04-08,0
1637,1,0,1993-01-08,0
1638,6,1,1996-11-12,14
1640,13,0,1995-09-01,0
1641,50,0,1996-04-22,0
1642,64,0,1995-05-27,0
1644,1,0,1993-05-09,0
1645,50,0,1996-10-16,0
1646,1,1,1996-05-27,0
1647,1,0,1997-07-09,0
1648,40,0,1997-08-08,0
1649,46,0,1993-01-26,0
1650,39,0,1997-12-06,0
1651,34,0,1997-01-23,0
1652,74,0,1993-05-20,0
1653,1,0,1994-09-19,0
1654,30,0,1996-08-05,0
1655,41,0,1996-04-15,0
1656,47,0,1997-02-01,21
1657,12,0,1997-11-04,0
1658,73,0,1993-05-10,0
1659,46,0,1996-12-25,0
1660,1,0,1995-09-22,0
1662,1,0,1997-08-11,0
1663,55,0,1996-11-02,0
1664,56,0,1993-11-15,0
1665,73,0,1997-04-15,0
1666,67,0,1993-10-30,0
1667,56,0,1996-08-18,0
1668,62,0,1997-03-07,0
1669,39,0,1996-09-19,0
1670,12,0,1996-01-02,0
1671,6,0,1993-05-05,0
1672,5,0,1996-05-08,0
1673,53,0,1993-12-08,0
1674,1,0,1995-09-15,0
1675,36,0,1993-02-01,0
1677,69,0,1997-01-08,0
1678,1,0,1993-02-22,0
1679,68,0,1996-09-05,0
1680,59,0,1993-12-10,0
1681,68,0,1997-07-11,0
1682,49,0,1995-12-22,0
1683,77,0,1996-11-01,0
1684,32,1,1993-07-10,0
1685,28,0,1995-12-13,0
1686,11,0,1993-11-18,0
1687,23,0,1997-04-18,0
1688,70,0,1993-02-27,0
1689,55,0,1993-09-07,0
1690,16,0,1995-10-07,0
1691,48,0,1995-11-08,0
1692,56,0,1995-03-29,0
1693,1,2,1997-04-29,0
1694,6,1,1993-08-29,0
1695,76,0,1993-01-03,0
1696,43,0,1995-06-09,0
1697,63,0,1997-05-17,0
1698,68,0,1996-03-14,3
1699,53,0,1993-01-14,0
1700,64,0,1995-11-18,0
1701,1,0,1993-08-10,0
1702,56,0,1995-02-27,0
1703,72,0,1997-11-02,0
1704,70,0,1995-09-22,0
1705,70,0,1993-09-15,0
1706,1,0,1995-01-05,0
1707,75,0,1997-01-13,0
1708,22,0,1994-11-21,0
1709,24,0,1996-04-23,0
1710,74,0,1997-05-25,0
1711,63,0,1996-01-05,0
1712,44,0,1996-11-25,0
1713,43,0,1993-03-03,0
1714,72,0,1994-09-08,0
1715,60,0,1996-05-26,0
1716,46,0,1996-05-02,0
1717,67,0,1997-12-02,0
1718,71,0,1997-09-23,11
1719,1,0,1993-09-06,0
1720,35,0,1995-05-16,0
1721,68,0,1993-03-25,0
1722,32,0,1996-03-11,0
1723,70,0,1997-11-04,0
1724,48,0,1997-06-07,0
1725,72,2,1995-07-03,0
1726,48,0,1993-01-03,0
1727,9,0,1997-10-11,0
1728,74,0,1995-06-23,0
1729,53,0,1997-09-08,0
1730,1,0,1993-01-09,0
1731,33,0,1993-01-14,0
1732,51,0,1996-02-20,0
1733,18,0,1996-04-20,0
1734,37,0,1997-04-10,0
1735,42,0,1996-12-04,0
1736,74,0,1997-02-26,0
1737,77,0,1996-02-13,0
1738,15,0,1996-08-06,0
1739,3,0,1996-07-08,0
1740,57,0,1997-03-13,0
1741,21,0,1995-05-10,0
1742,68,0,1995-10-08,0
1743,51,0,1993-06-04,0
1744,76,0,1996-02-07,0
1745,53,0,1996-10-19,0
1746,1,0,1997-03-11,0
1747,30,0,1997-08-14,0
1749,64,0,1995-10-14,0
1750,1,0,1993-01-26,0
1751,53,0,1996-10-04,0
1752,68,0,1996-05-08,0
1753,71,0,1997-06-14,0
1754,52,0,1996-12-01,0
1756,38,0,1995-10-26,0
1757,75,0,1995-03-27,0
1758,21,0,1996-07-08,0
1759,39,0,1996-01-25,0
1760,53,0,1995-11-11,0
1761,24,0,1993-08-24,0
1762,28,0,1993-12-11,16
1763,73,0,1996-03-06,0
1764,68,0,1997-09-04,0
1765,18,0,1996-07-21,0
1766,28,0,1994-09-03,21
1767,21,0,1993-10-20,0
1768,15,0,1993-12-20,0
1769,39,0,1995-01-25,0
1770,65,0,1994-02-08,0
1771,69,0,1993-03-28,0
1772,31,1,1995-02-20,12
1773,33,0,1993-04-19,0
1774,61,0,1996-09-10,0
1775,17,0,1993-02-27,0
1776,36,0,1997-07-27,10
1777,60,0,1996-10-10,0
1778,15,0,1995-02-25,0
1779,33,0,1993-08-15,0
1780,1,0,1993-04-02,0
1781,10,0,1996-06-23,0
1782,8,0,1993-05-12,0
1783,70,0,1997-09-11,0
1784,59,0,1993-05-08,0
1785,52,0,1996-10-25,0
1786,1,0,1993-05-25,0
1787,30,1,1993-03-22,3
1788,1,0,1994-01-04,0
1789,46,0,1993-10-23,0
1790,70,0,1997-09-08,0
1791,1,0,1996-02-03,0
1792,7,0,1993-12-16,0
1793,56,0,1995-06-10,0
1794,74,0,1997-07-23,0
1795,53,0,1997-08-21,0
1796,18,0,1995-10-14,0
1797,24,0,1994-08-01,0
1798,46,0,1997-11-28,0
1799,9,0,1996-09-13,0
1800,51,0,1996-03-14,0
1801,46,0,1993-02-13,4
1802,75,0,1995-03-10,0
1803,24,0,1995-07-29,0
1804,20,1,1993-09-23,0
1805,1,0,1993-02-02,0
1806,40,0,1993-01-19,0
1807,21,0,1997-10-15,0
1808,28,0,1997-05-16,16
1809,1,1,1993-11-12,0
1810,50,0,1995-09-03,0
1811,40,0,1993-09-22,9
1812,31,0,1996-10-08,0
1813,47,0,1994-02-11,0
1814,17,0,1997-09-23,0
1815,66,0,1993-04-17,0
1816,44,0,1993-10-08,0
1817,10,0,1996-12-16,0
1818,54,0,1997-02-25,0
1819,55,1,1996-10-21,14
1820,10,0,1994-04-22,0
1821,70,0,1995-04-07,0
1822,30,0,1993-05-05,0
1823,3,0,1996-09-28,0
1824,52,0,1994-01-17,0
1825,3,0,1995-12-05,0
1826,5,0,1994-05-22,0
1827,10,0,1993-09-06,0
1828,1,0,1994-09-28,0
1829,43,0,1993-02-27,0
1830,10,0,1993-02-08,0
1831,1,0,1993-09-21,0
1832,70,0,1996-04-01,0
1833,54,0,1997-11-15,0
1834,62,0,1993-08-03,0
1835,74,0,1994-12-24,0
1836,42,0,1996-02-15,0
1837,23,0,1993-06-24,0
1838,68,0,1994-05-26,0
1839,5,0,1997-06-22,0
1840,21,0,1997-01-22,0
1841,36,0,1997-06-12,0
1843,12,0,1993-01-30,6
1844,44,0,1993-01-06,0
1845,47,0,1997-08-20,0
1846,6,0,1995-06-17,0
1847,47,0,1996-04-04,0
1848,1,0,1994-08-04,0
1851,55,0,1993-05-23,0
1852,35,0,1993-07-05,0
1853,7,0,1997-01-29,0
1854,32,0,1997-02-02,0
1855,34,0,1996-10-27,0
1856,26,0,1994-06-19,0
1857,37,0,1997-08-18,0
1858,72,0,1995-02-18,0
1859,50,0,1996-02-02,0
1860,70,0,1997-01-02,0
1861,54,0,1993-07-02,0
1862,19,1,1995-04-15,18
1863,62,0,1997-04-01,0
1865,1,0,1994-05-04,0
1866,4,0,1997-11-17,0
1867,52,0,1995-11-15,0
1868,16,1,1997-11-29,0
1869,1,0,1996-06-14,19
1870,10,0,1994-06-25,0
1871,48,0,1994-05-10,0
1872,61,0,1997-09-17,0
1874,9,0,1993-03-27,0
1875,44,0,1993-08-21,0
1876,1,0,1997-09-20,11
1877,76,0,1993-12-13,0
1878,52,1,1994-09-13,0
1879,10,0,1994-05-13,0
1880,76,0,1994-02-25,0
1881,60,0,1997-08-17,0
1882,1,0,1993-12-21,0
1884,54,0,1996-12-24,0
1885,47,0,1996-08-13,0
1886,32,0,1996-03-05,4
1887,68,0,1993-05-09,0
1888,6,0,1996-10-21,10
1889,59,0,1995-02-06,0
1890,1,1,1997-07-20,0
1891,32,0,1993-04-10,0
1892,28,0,1993-07-13,0
1893,48,0,1996-07-20,0
1894,6,0,1996-08-29,0
1895,35,0,1996-07-12,0
