trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,trans_date,trans_year,trans_month,trans_day
993878,3390,withdrawal,cash,30.0,38358.1,payment for statement,,,1998-02-28,1998,2,28
993888,3390,credit,cash,2100.0,23513.0,,,,1997-01-21,1997,1,21
993889,3390,withdrawal,cash,6300.0,37560.8,,,,1997-02-20,1997,2,20
993890,3390,withdrawal,cash,17100.0,40890.5,,,,1997-03-22,1997,3,22
993891,3390,withdrawal,cash,16700.0,44664.5,,,,1997-04-21,1997,4,21
993892,3390,withdrawal,cash,14400.0,44834.1,,,,1997-05-21,1997,5,21
993893,3390,withdrawal,cash,18000.0,50765.9,,,,1997-06-20,1997,6,20
993894,3390,withdrawal,cash,13600.0,45560.8,,,,1997-07-20,1997,7,20
993895,3390,withdrawal,cash,9200.0,40134.4,,,,1997-08-19,1997,8,19
993896,3390,withdrawal,cash,9700.0,44384.6,,,,1997-09-18,1997,9,18
993897,3390,withdrawal,cash,2100.0,35274.8,,,,1997-10-18,1997,10,18
993898,3390,withdrawal,cash,4100.0,35217.4,,,,1997-11-17,1997,11,17
993899,3390,withdrawal,cash,4100.0,47186.9,,,,1997-12-17,1997,12,17
993900,3390,withdrawal,cash,200.0,43835.4,,,,1998-01-16,1998,1,16
993901,3390,withdrawal,cash,1900.0,48669.6,,,,1998-02-15,1998,2,15
996990,3403,credit,cash,700.0,700.0,,,,1997-05-20,1997,5,20
996994,3403,credit,cash,12104.0,84222.0,,,,1997-07-09,1997,7,9
996997,3403,credit,cash,15560.0,87423.2,,,,1997-12-02,1997,12,2
996998,3403,credit,cash,15781.0,73577.8,,,,1997-08-02,1997,8,2
996999,3403,credit,cash,19583.0,75993.9,,,,1997-09-16,1997,9,16
997000,3403,credit,cash,47619.0,72040.0,,,,1997-06-26,1997,6,26
997001,3403,credit,cash,41770.0,71863.2,,,,1997-12-01,1997,12,1
997002,3403,credit,cash,28121.0,28821.0,,,,1997-06-19,1997,6,19
997003,3403,credit,cash,8701.0,59404.6,,,,1997-10-01,1997,10,1
997006,3403,credit,cash,29196.0,72984.2,,,,1997-12-26,1997,12,26
997007,3403,credit,cash,15958.0,87735.8,,,,1997-08-06,1997,8,6
997009,3403,credit,cash,30955.0,118378.2,,,,1997-12-04,1997,12,4
997012,3403,credit,cash,39645.0,65749.8,,,,1998-03-10,1998,3,10
997013,3403,credit,cash,33438.0,58192.2,,,,1998-05-23,1998,5,23
997017,3403,credit,cash,8039.0,59880.8,,,,1998-03-01,1998,3,1
997020,3403,credit,cash,5317.0,81908.3,,,,1998-01-07,1998,1,7
997023,3403,credit,cash,13261.0,51679.6,,,,1998-02-27,1998,2,27
997024,3403,credit,cash,48698.0,119933.3,,,,1998-01-05,1998,1,5
997036,3403,withdrawal,cash,1800.0,71777.8,,,0.0,1997-08-04,1997,8,4
997037,3403,withdrawal,cash,1500.0,50493.9,,,0.0,1997-09-21,1997,9,21
997038,3403,withdrawal,cash,2200.0,36204.6,,,0.0,1997-10-27,1997,10,27
997039,3403,withdrawal,cash,1400.0,34969.6,,,0.0,1997-11-14,1997,11,14
997040,3403,withdrawal,cash,2000.0,70984.2,,,0.0,1997-12-30,1997,12,30
997041,3403,withdrawal,cash,2100.0,79808.3,,,0.0,1998-01-11,1998,1,11
997042,3403,withdrawal,cash,2100.0,43018.6,,,0.0,1998-02-07,1998,2,7
997043,3403,withdrawal,cash,2000.0,63749.8,,,0.0,1998-03-11,1998,3,11
997044,3403,withdrawal,cash,1700.0,44849.8,,,0.0,1998-03-26,1998,3,26
997045,3403,withdrawal,cash,1700.0,19754.2,,,0.0,1998-05-12,1998,5,12
997046,3403,withdrawal,cash,1700.0,42629.7,,,0.0,1998-06-15,1998,6,15
997055,3403,withdrawal in cash,cash,18190.0,65988.2,,,,1997-12-10,1997,12,10
997060,3403,withdrawal in cash,cash,11143.0,21317.2,,,,1998-04-26,1998,4,26
997061,3403,withdrawal in cash,cash,2685.0,55629.7,,,,1998-06-01,1998,6,1
997062,3403,withdrawal in cash,cash,21695.0,38185.8,,,,1998-03-04,1998,3,4
997063,3403,withdrawal in cash,cash,2436.0,77372.3,,,,1998-01-13,1998,1,13
997064,3403,withdrawal in cash,cash,13442.0,76591.3,,,,1998-01-06,1998,1,6
997065,3403,withdrawal in cash,cash,12081.0,26104.8,,,,1998-03-07,1998,3,7
997066,3403,withdrawal in cash,cash,4572.0,38360.2,,,,1998-04-15,1998,4,15
997070,3403,withdrawal,cash,6600.0,44872.3,,,,1998-01-28,1998,1,28
997071,3403,withdrawal,cash,6300.0,84178.2,,,,1997-12-05,1997,12,5
997073,3403,withdrawal,cash,14400.0,45004.6,,,,1997-10-10,1997,10,10
997074,3403,withdrawal,cash,6000.0,59988.2,,,,1997-12-15,1997,12,15
997079,3403,withdrawal,cash,2100.0,42932.2,,,,1998-04-06,1998,4,6
997091,3403,withdrawal,cash,14.6,56410.9,payment for statement,,,1997-08-31,1997,8,31
997092,3403,withdrawal,cash,14.6,50703.6,payment for statement,,,1997-09-30,1997,9,30
997093,3403,withdrawal,cash,14.6,36369.6,payment for statement,,,1997-10-31,1997,10,31
997094,3403,withdrawal,cash,14.6,30093.2,payment for statement,,,1997-11-30,1997,11,30
997095,3403,withdrawal,cash,14.6,71235.3,payment for statement,,,1997-12-31,1997,12,31
997096,3403,withdrawal,cash,14.6,45118.6,payment for statement,,,1998-01-31,1998,1,31
997097,3403,withdrawal,cash,14.6,51841.8,payment for statement,,,1998-02-28,1998,2,28
997098,3403,withdrawal,cash,14.6,45032.2,payment for statement,,,1998-03-31,1998,3,31
997099,3403,withdrawal,cash,14.6,21454.2,payment for statement,,,1998-04-30,1998,4,30
997100,3403,withdrawal,cash,14.6,58314.7,payment for statement,,,1998-05-31,1998,5,31
997107,3403,withdrawal,cash,4400.0,24421.0,,,,1997-06-19,1997,6,19
997108,3403,withdrawal,cash,26700.0,57522.0,,,,1997-07-19,1997,7,19
997109,3403,withdrawal,cash,31600.0,56135.8,,,,1997-08-18,1997,8,18
997110,3403,withdrawal,cash,24000.0,51993.9,,,,1997-09-17,1997,9,17
997111,3403,withdrawal,cash,6600.0,38404.6,,,,1997-10-17,1997,10,17
997112,3403,withdrawal,cash,5000.0,29969.6,,,,1997-11-16,1997,11,16
997113,3403,withdrawal,cash,27900.0,90478.2,,,,1997-12-04,1997,12,4
997114,3403,withdrawal,cash,16200.0,43788.2,,,,1997-12-16,1997,12,16
997115,3403,withdrawal,cash,29900.0,90033.3,,,,1998-01-05,1998,1,5
997116,3403,withdrawal,cash,25900.0,51472.3,,,,1998-01-15,1998,1,15
997117,3403,withdrawal,cash,4600.0,38418.6,,,,1998-02-14,1998,2,14
997118,3403,withdrawal,cash,17200.0,46549.8,,,,1998-03-16,1998,3,16
997119,3403,withdrawal,cash,5900.0,32460.2,,,,1998-04-15,1998,4,15
997120,3403,credit,cash,5000.0,24754.2,,,,1998-05-15,1998,5,15
997121,3403,withdrawal,cash,11300.0,44329.7,,,,1998-06-14,1998,6,14
1001299,3418,credit,cash,400.0,400.0,,,,1996-09-02,1996,9,2
1001303,3418,credit,cash,9884.0,64170.0,,,,1996-11-18,1996,11,18
1001304,3418,credit,cash,21099.0,99642.4,,,,1996-12-22,1996,12,22
1001305,3418,credit,cash,35086.0,54286.0,,,,1996-11-17,1996,11,17
1001306,3418,credit,cash,30850.0,78543.4,,,,1996-12-08,1996,12,8
1001309,3418,credit,cash,27110.0,97490.3,,,,1997-05-21,1997,5,21
1001311,3418,credit,cash,24515.0,47982.7,,,,1997-02-10,1997,2,10
1001314,3418,credit,cash,48009.0,113788.9,,,,1997-01-08,1997,1,8
1001316,3418,credit,cash,37844.0,104632.9,,,,1997-01-10,1997,1,10
1001317,3418,credit,cash,25794.0,73680.3,,,,1997-05-13,1997,5,13
1001318,3418,credit,cash,26083.0,123573.3,,,,1997-05-29,1997,5,29
1001319,3418,credit,cash,39770.0,93927.0,,,,1997-04-25,1997,4,25
1001321,3418,credit,cash,17114.0,80982.2,,,,1997-03-12,1997,3,12
1001324,3418,credit,cash,44806.0,121588.2,,,,1997-03-13,1997,3,13
1001325,3418,credit,cash,7332.0,54157.0,,,,1997-04-20,1997,4,20
1001327,3418,credit,cash,27375.0,63868.2,,,,1997-03-04,1997,3,4
1001356,3418,withdrawal,cash,3700.0,44064.9,,,0.0,1997-01-16,1997,1,16
1001357,3418,withdrawal,cash,3200.0,44782.7,,,0.0,1997-02-25,1997,2,25
1001358,3418,withdrawal,cash,4000.0,70473.2,,,0.0,1997-03-14,1997,3,14
1001359,3418,withdrawal,cash,2500.0,46825.0,,,0.0,1997-04-08,1997,4,8
1001360,3418,withdrawal,cash,3300.0,70380.3,,,0.0,1997-05-18,1997,5,18
1001382,3418,withdrawal in cash,cash,16883.0,47886.3,,,,1997-05-04,1997,5,4
1001384,3418,withdrawal in cash,cash,24168.0,80464.9,,,,1997-01-10,1997,1,10
1001385,3418,withdrawal in cash,cash,4715.0,116873.2,,,,1997-03-13,1997,3,13
1001387,3418,withdrawal in cash,cash,3228.0,67245.2,,,,1997-03-28,1997,3,28
1001407,3418,withdrawal,cash,27000.0,53464.9,,,,1997-01-12,1997,1,12
1001418,3418,withdrawal,cash,6900.0,25164.9,,,,1997-01-28,1997,1,28
1001419,3418,withdrawal,cash,4200.0,23364.9,,,,1997-01-30,1997,1,30
1001420,3418,withdrawal,cash,5700.0,47764.9,,,,1997-01-13,1997,1,13
1001421,3418,withdrawal,cash,2700.0,66788.9,,,,1997-01-08,1997,1,8
1001422,3418,withdrawal,cash,3600.0,32064.9,,,,1997-01-26,1997,1,26
1001423,3418,withdrawal,cash,2100.0,35664.9,,,,1997-01-24,1997,1,24
1001434,3418,withdrawal,cash,4200.0,76782.2,,,,1997-03-12,1997,3,12
1001436,3418,withdrawal,cash,6300.0,37764.9,,,,1997-01-18,1997,1,18
1001459,3418,withdrawal,cash,100.0,23467.7,payment for statement,,,1997-01-31,1997,1,31
1001460,3418,withdrawal,cash,100.0,44793.2,payment for statement,,,1997-02-28,1997,2,28
1001461,3418,withdrawal,cash,100.0,67425.0,payment for statement,,,1997-03-31,1997,3,31
1001462,3418,withdrawal,cash,100.0,94069.3,payment for statement,,,1997-04-30,1997,4,30
1001463,3418,withdrawal,cash,100.0,46181.9,payment for statement,,,1997-05-31,1997,5,31
1001482,3418,credit,cash,12800.0,13200.0,,,,1996-10-02,1996,10,2
1001483,3418,credit,cash,6000.0,19200.0,,,,1996-11-01,1996,11,1
1001484,3418,withdrawal,cash,16600.0,47693.4,,,,1996-12-01,1996,12,1
1001485,3418,withdrawal,cash,34200.0,65779.9,,,,1996-12-31,1996,12,31
1001486,3418,withdrawal,cash,44300.0,69488.9,,,,1997-01-08,1997,1,8
1001487,3418,credit,cash,2400.0,27564.9,,,,1997-01-30,1997,1,30
1001488,3418,withdrawal,cash,8300.0,36493.2,,,,1997-03-01,1997,3,1
1001489,3418,withdrawal,cash,42400.0,74473.2,,,,1997-03-13,1997,3,13
1001490,3418,withdrawal,cash,18100.0,49325.0,,,,1997-03-31,1997,3,31
1001491,3418,withdrawal,cash,29300.0,64769.3,,,,1997-04-30,1997,4,30
1001492,3418,withdrawal,cash,56700.0,66873.3,,,,1997-05-29,1997,5,29
1001493,3418,withdrawal,cash,20900.0,45973.3,,,,1997-05-30,1997,5,30
1009426,3448,credit,cash,700.0,700.0,,,,1996-06-06,1996,6,6
1009427,3448,credit,cash,11546.0,12246.0,,,,1996-06-25,1996,6,25
1009430,3448,credit,cash,26017.0,61267.8,,,,1996-09-06,1996,9,6
1009432,3448,credit,cash,7310.0,46369.0,,,,1996-11-18,1996,11,18
1009433,3448,credit,cash,24509.0,62589.0,,,,1996-10-31,1996,10,31
1009434,3448,credit,cash,46159.0,72394.2,,,,1996-07-07,1996,7,7
1009436,3448,credit,cash,17079.0,29335.2,,,,1996-07-04,1996,7,4
1009437,3448,credit,cash,48806.0,68477.5,,,,1997-06-29,1997,6,29
1009438,3448,credit,cash,17809.0,36642.4,,,,1997-10-17,1997,10,17
1009439,3448,credit,cash,40614.0,68423.3,,,,1997-08-26,1997,8,26
1009440,3448,credit,cash,14412.0,37785.3,,,,1997-01-20,1997,1,20
1009441,3448,credit,cash,13057.0,52861.1,,,,1997-04-07,1997,4,7
1009442,3448,credit,cash,18492.0,39804.1,,,,1997-04-03,1997,4,3
1009465,3448,withdrawal,cash,1600.0,37830.8,,,0.0,1996-10-29,1996,10,29
1009466,3448,withdrawal,cash,2600.0,43769.0,,,0.0,1996-11-25,1996,11,25
1009467,3448,withdrawal,cash,2400.0,24873.3,,,0.0,1997-01-04,1997,1,4
1009468,3448,withdrawal,cash,2400.0,23774.6,,,0.0,1997-02-10,1997,2,10
1009469,3448,withdrawal,cash,2600.0,20451.6,,,0.0,1997-03-13,1997,3,13
1009470,3448,withdrawal,cash,1800.0,51061.1,,,0.0,1997-04-09,1997,4,9
1009471,3448,withdrawal,cash,1900.0,33329.3,,,0.0,1997-05-15,1997,5,15
1009472,3448,withdrawal,cash,4200.0,23771.5,,,0.0,1997-06-02,1997,6,2
1009473,3448,withdrawal,cash,4100.0,19671.5,,,0.0,1997-06-28,1997,6,28
1009474,3448,withdrawal,cash,3100.0,27809.3,,,0.0,1997-08-08,1997,8,8
1009475,3448,withdrawal,cash,2700.0,39744.5,,,0.0,1997-09-14,1997,9,14
1009476,3448,withdrawal,cash,2800.0,18833.4,,,0.0,1997-10-12,1997,10,12
1009500,3448,withdrawal in cash,cash,12632.0,27112.5,,,,1997-09-20,1997,9,20
1009517,3448,withdrawal,cash,2400.0,30168.4,,,,1996-12-06,1996,12,6
1009528,3448,withdrawal,cash,1500.0,23373.3,,,,1997-01-17,1997,1,17
1009530,3448,withdrawal,cash,8100.0,29685.3,,,,1997-01-26,1997,1,26
1009565,3448,withdrawal,cash,30.0,62559.0,payment for statement,,,1996-10-31,1996,10,31
1009566,3448,withdrawal,cash,30.0,43968.4,payment for statement,,,1996-11-30,1996,11,30
1009567,3448,withdrawal,cash,30.0,30273.3,payment for statement,,,1996-12-31,1996,12,31
1009568,3448,withdrawal,cash,30.0,29774.6,payment for statement,,,1997-01-31,1997,1,31
1009569,3448,withdrawal,cash,30.0,23851.6,payment for statement,,,1997-02-28,1997,2,28
1009570,3448,withdrawal,cash,30.0,20512.1,payment for statement,,,1997-03-31,1997,3,31
1009571,3448,withdrawal,cash,30.0,51229.3,payment for statement,,,1997-04-30,1997,4,30
1009572,3448,withdrawal,cash,30.0,33471.5,payment for statement,,,1997-05-31,1997,5,31
1009573,3448,withdrawal,cash,30.0,68559.3,payment for statement,,,1997-06-30,1997,6,30
1009574,3448,withdrawal,cash,30.0,42209.3,payment for statement,,,1997-07-31,1997,7,31
1009575,3448,withdrawal,cash,30.0,42444.5,payment for statement,,,1997-08-31,1997,8,31
1009576,3448,withdrawal,cash,30.0,21633.4,payment for statement,,,1997-09-30,1997,9,30
1009591,3448,withdrawal,cash,3100.0,26235.2,,,,1996-07-06,1996,7,6
1009592,3448,withdrawal,cash,26400.0,46249.2,,,,1996-08-05,1996,8,5
1009593,3448,withdrawal,cash,11300.0,35250.8,,,,1996-09-04,1996,9,4
1009594,3448,withdrawal,cash,22100.0,39430.8,,,,1996-10-04,1996,10,4
1009595,3448,withdrawal,cash,23500.0,39059.0,,,,1996-11-03,1996,11,3
1009596,3448,withdrawal,cash,11400.0,32568.4,,,,1996-12-03,1996,12,3
1009597,3448,withdrawal,cash,3000.0,27273.3,,,,1997-01-02,1997,1,2
1009598,3448,withdrawal,cash,3600.0,26174.6,,,,1997-02-01,1997,2,1
1009599,3448,withdrawal,cash,800.0,23051.6,,,,1997-03-03,1997,3,3
1009600,3448,credit,cash,800.0,21312.1,,,,1997-04-02,1997,4,2
1009601,3448,withdrawal,cash,16000.0,35229.3,,,,1997-05-02,1997,5,2
1009602,3448,withdrawal,cash,5500.0,27971.5,,,,1997-06-01,1997,6,1
1009603,3448,withdrawal,cash,26600.0,41959.3,,,,1997-07-01,1997,7,1
1009604,3448,withdrawal,cash,11300.0,30909.3,,,,1997-07-31,1997,7,31
1009605,3448,withdrawal,cash,26100.0,42323.3,,,,1997-08-30,1997,8,30
1009606,3448,withdrawal,cash,5600.0,21512.5,,,,1997-09-29,1997,9,29
1010928,3455,credit,cash,600.0,600.0,,,,1996-03-13,1996,3,13
1010932,3455,credit,another bank,33735.0,34335.0,,UV,11400890.0,1996-04-05,1996,4,5
1010933,3455,credit,another bank,33735.0,63849.3,,UV,11400890.0,1996-05-05,1996,5,5
1010934,3455,credit,another bank,50602.0,92407.6,,UV,11400890.0,1996-06-05,1996,6,5
1010935,3455,credit,another bank,33735.0,91961.6,,UV,11400890.0,1996-07-05,1996,7,5
1010936,3455,credit,another bank,33735.0,89130.2,,UV,11400890.0,1996-08-05,1996,8,5
1010937,3455,credit,another bank,33735.0,84875.8,,UV,11400890.0,1996-09-05,1996,9,5
1010938,3455,credit,another bank,33735.0,64384.9,,UV,11400890.0,1996-10-05,1996,10,5
1010939,3455,credit,another bank,33735.0,65656.3,,UV,11400890.0,1996-11-05,1996,11,5
1010940,3455,credit,another bank,50602.0,89716.1,,UV,11400890.0,1996-12-05,1996,12,5
1010941,3455,credit,another bank,33735.0,71437.8,,UV,11400890.0,1997-01-05,1997,1,5
1010942,3455,credit,another bank,33735.0,53883.5,,UV,11400890.0,1997-02-05,1997,2,5
1010943,3455,credit,another bank,33735.0,59310.8,,UV,11400890.0,1997-03-05,1997,3,5
1010972,3455,withdrawal,cash,4900.0,84230.2,,,0.0,1996-08-08,1996,8,8
1010973,3455,withdrawal,cash,4400.0,30496.8,,,0.0,1996-09-17,1996,9,17
1010974,3455,withdrawal,cash,7800.0,56584.9,,,0.0,1996-10-08,1996,10,8
1010975,3455,withdrawal,cash,5300.0,31921.3,,,0.0,1996-11-01,1996,11,1
1010976,3455,withdrawal,cash,5800.0,42016.1,,,0.0,1996-12-28,1996,12,28
1010977,3455,withdrawal,cash,4900.0,20037.8,,,0.0,1997-01-21,1997,1,21
1010978,3455,withdrawal,cash,6600.0,47283.5,,,0.0,1997-02-05,1997,2,5
1011006,3455,withdrawal in cash,cash,15479.0,34896.8,,,,1996-09-15,1996,9,15
1011023,3455,withdrawal,cash,7200.0,47816.1,,,,1996-12-22,1996,12,22
1011032,3455,withdrawal,cash,7500.0,24937.8,,,,1997-01-14,1997,1,14
1011033,3455,withdrawal,cash,6900.0,32437.8,,,,1997-01-08,1997,1,8
1011035,3455,withdrawal,cash,2700.0,37702.8,,,,1997-01-03,1997,1,3
1011036,3455,withdrawal,cash,2400.0,39337.8,,,,1997-01-07,1997,1,7
1011037,3455,withdrawal,cash,1800.0,40402.8,,,,1997-01-01,1997,1,1
1011051,3455,withdrawal,cash,3600.0,25483.5,,,,1997-02-06,1997,2,6
1011065,3455,withdrawal,cash,14.6,51140.8,payment for statement,,,1996-08-31,1996,8,31
1011066,3455,withdrawal,cash,14.6,30649.9,payment for statement,,,1996-09-30,1996,9,30
1011067,3455,withdrawal,cash,14.6,37221.3,payment for statement,,,1996-10-31,1996,10,31
1011068,3455,withdrawal,cash,14.6,39114.1,payment for statement,,,1996-11-30,1996,11,30
1011069,3455,withdrawal,cash,14.6,42202.8,payment for statement,,,1996-12-31,1996,12,31
1011070,3455,withdrawal,cash,14.6,20148.5,payment for statement,,,1997-01-31,1997,1,31
1011071,3455,withdrawal,cash,14.6,25575.8,payment for statement,,,1997-02-28,1997,2,28
1011093,3455,withdrawal,cash,4300.0,30035.0,,,,1996-04-12,1996,4,12
1011094,3455,withdrawal,cash,22200.0,41649.3,,,,1996-05-12,1996,5,12
1011095,3455,withdrawal,cash,34400.0,58007.6,,,,1996-06-11,1996,6,11
1011096,3455,withdrawal,cash,36800.0,55161.6,,,,1996-07-11,1996,7,11
1011097,3455,withdrawal,cash,33300.0,50930.2,,,,1996-08-10,1996,8,10
1011098,3455,withdrawal,cash,34500.0,50375.8,,,,1996-09-09,1996,9,9
1011099,3455,withdrawal,cash,19500.0,37084.9,,,,1996-10-09,1996,10,9
1011100,3455,withdrawal,cash,26700.0,38956.3,,,,1996-11-08,1996,11,8
1011101,3455,withdrawal,cash,34700.0,55016.1,,,,1996-12-08,1996,12,8
1011102,3455,withdrawal,cash,29700.0,41737.8,,,,1997-01-07,1997,1,7
1011103,3455,withdrawal,cash,18200.0,29083.5,,,,1997-02-06,1997,2,6
1012286,3460,credit,cash,300.0,300.0,,,,1997-04-08,1997,4,8
1012288,3460,credit,cash,35892.0,60644.6,,,,1997-11-20,1997,11,20
1012290,3460,credit,cash,17344.0,42932.6,,,,1997-07-14,1997,7,14
1012294,3460,credit,cash,5304.0,95558.6,,,,1997-10-03,1997,10,3
1012296,3460,credit,cash,18784.0,50004.2,,,,1997-06-30,1997,6,30
1012298,3460,credit,cash,12717.0,63887.6,,,,1997-07-28,1997,7,28
1012299,3460,credit,cash,6071.0,98166.2,,,,1997-08-23,1997,8,23
1012300,3460,credit,cash,7575.0,39562.9,,,,1997-06-08,1997,6,8
1012301,3460,credit,cash,10438.0,53370.6,,,,1997-07-16,1997,7,16
1012302,3460,credit,cash,7699.0,69276.2,,,,1997-08-10,1997,8,10
1012304,3460,credit,cash,16071.0,89896.2,,,,1997-09-14,1997,9,14
1012305,3460,credit,cash,19093.0,58655.9,,,,1997-06-21,1997,6,21
1012306,3460,credit,cash,15322.0,73825.2,,,,1997-09-10,1997,9,10
1012308,3460,credit,cash,5006.0,47387.9,,,,1997-06-01,1997,6,1
1012309,3460,credit,cash,38734.0,73126.8,,,,1997-12-08,1997,12,8
1012310,3460,credit,cash,5109.0,42247.0,,,,1997-05-10,1997,5,10
1012312,3460,credit,cash,25819.0,92095.2,,,,1997-08-23,1997,8,23
1012313,3460,credit,cash,37305.0,101192.6,,,,1997-07-29,1997,7,29
1012314,3460,credit,cash,48538.0,48838.0,,,,1997-05-03,1997,5,3
1012316,3460,credit,cash,46090.0,103608.4,,,,1998-02-23,1998,2,23
1012319,3460,credit,cash,6955.0,83577.5,,,,1998-03-01,1998,3,1
1012320,3460,credit,cash,36371.0,57518.4,,,,1998-02-07,1998,2,7
1012321,3460,credit,cash,40972.0,144580.4,,,,1998-02-26,1998,2,26
1012323,3460,credit,cash,25232.0,45808.4,,,,1998-04-07,1998,4,7
1012330,3460,withdrawal,cash,2200.0,51170.6,,,0.0,1997-07-20,1997,7,20
1012331,3460,withdrawal,cash,3000.0,66276.2,,,0.0,1997-08-12,1997,8,12
1012332,3460,withdrawal,cash,2700.0,95466.2,,,0.0,1997-08-30,1997,8,30
1012333,3460,withdrawal,cash,2000.0,52858.6,,,0.0,1997-10-13,1997,10,13
1012334,3460,withdrawal,cash,2900.0,57744.6,,,0.0,1997-11-23,1997,11,23
1012335,3460,withdrawal,cash,3100.0,65826.8,,,0.0,1997-12-26,1997,12,26
1012336,3460,withdrawal,cash,3200.0,55081.6,,,0.0,1998-01-03,1998,1,3
1012337,3460,withdrawal,cash,2400.0,107580.4,,,0.0,1998-02-26,1998,2,26
1012338,3460,withdrawal,cash,2800.0,50477.5,,,0.0,1998-03-09,1998,3,9
1012339,3460,withdrawal,cash,2700.0,43108.4,,,0.0,1998-04-10,1998,4,10
1012340,3460,withdrawal,cash,2900.0,40363.5,,,0.0,1998-05-01,1998,5,1
1012348,3460,withdrawal in cash,cash,20505.0,30553.6,,,,1997-10-23,1997,10,23
1012349,3460,withdrawal in cash,cash,6609.0,31046.9,,,,1997-06-28,1997,6,28
1012350,3460,withdrawal in cash,cash,6701.0,43288.6,,,,1997-07-02,1997,7,2
1012357,3460,withdrawal in cash,cash,20160.0,30317.5,,,,1998-03-14,1998,3,14
1012361,3460,withdrawal in cash,cash,13726.0,21655.6,,,,1998-01-04,1998,1,4
1012363,3460,withdrawal,cash,12900.0,37655.9,,,,1997-06-26,1997,6,26
1012367,3460,withdrawal,cash,4200.0,68926.8,,,,1997-12-18,1997,12,18
1012375,3460,withdrawal,cash,7800.0,58281.6,,,,1998-01-02,1998,1,2
1012381,3460,withdrawal,cash,8100.0,50555.9,,,,1997-06-22,1997,6,22
1012382,3460,withdrawal,cash,11100.0,46644.6,,,,1997-11-26,1997,11,26
1012385,3460,withdrawal,cash,11700.0,31588.6,,,,1997-07-03,1997,7,3
1012386,3460,withdrawal,cash,1800.0,51058.6,,,,1997-10-15,1997,10,15
1012398,3460,withdrawal,cash,14.6,49989.6,payment for statement,,,1997-06-30,1997,6,30
1012399,3460,withdrawal,cash,14.6,101377.2,payment for statement,,,1997-07-31,1997,7,31
1012400,3460,withdrawal,cash,14.6,95803.2,payment for statement,,,1997-08-31,1997,8,31
1012401,3460,withdrawal,cash,14.6,90254.6,payment for statement,,,1997-09-30,1997,9,30
1012402,3460,withdrawal,cash,14.6,30752.6,payment for statement,,,1997-10-31,1997,10,31
1012403,3460,withdrawal,cash,14.6,46792.8,payment for statement,,,1997-11-30,1997,11,30
1012404,3460,withdrawal,cash,14.6,66081.6,payment for statement,,,1997-12-31,1997,12,31
1012405,3460,withdrawal,cash,14.6,21747.4,payment for statement,,,1998-01-31,1998,1,31
1012406,3460,withdrawal,cash,14.6,107822.5,payment for statement,,,1998-02-28,1998,2,28
1012407,3460,withdrawal,cash,14.6,30476.4,payment for statement,,,1998-03-31,1998,3,31
1012408,3460,withdrawal,cash,14.6,43263.5,payment for statement,,,1998-04-30,1998,4,30
1012416,3460,withdrawal,cash,11700.0,37138.0,,,,1997-05-08,1997,5,8
1012417,3460,withdrawal,cash,15400.0,31987.9,,,,1997-06-07,1997,6,7
1012418,3460,withdrawal,cash,6000.0,25588.6,,,,1997-07-07,1997,7,7
1012419,3460,withdrawal,cash,39800.0,61577.2,,,,1997-08-06,1997,8,6
1012420,3460,withdrawal,cash,37300.0,58503.2,,,,1997-09-05,1997,9,5
1012421,3460,withdrawal,cash,40700.0,54858.6,,,,1997-10-05,1997,10,5
1012422,3460,withdrawal,cash,6000.0,24752.6,,,,1997-11-04,1997,11,4
1012423,3460,withdrawal,cash,12400.0,34392.8,,,,1997-12-04,1997,12,4
1012424,3460,withdrawal,cash,19700.0,35381.6,,,,1998-01-03,1998,1,3
1012425,3460,withdrawal,cash,600.0,21147.4,,,,1998-02-02,1998,2,2
1012426,3460,withdrawal,cash,34600.0,109980.4,,,,1998-02-26,1998,2,26
1012427,3460,withdrawal,cash,31200.0,76622.5,,,,1998-02-28,1998,2,28
1012428,3460,withdrawal,cash,30300.0,53277.5,,,,1998-03-04,1998,3,4
1012429,3460,withdrawal,cash,9900.0,20576.4,,,,1998-04-03,1998,4,3
1012430,3460,withdrawal,cash,13500.0,26863.5,,,,1998-05-03,1998,5,3
1039989,3556,credit,cash,1100.0,1100.0,,,,1997-08-29,1997,8,29
1039998,3556,credit,another bank,17483.0,18583.0,,UV,47784644.0,1997-09-07,1997,9,7
1039999,3556,credit,another bank,17483.0,41876.2,,UV,47784644.0,1997-10-07,1997,10,7
1040000,3556,credit,another bank,17483.0,50065.1,,UV,47784644.0,1997-11-07,1997,11,7
1040001,3556,credit,another bank,26224.0,63026.7,,UV,47784644.0,1997-12-07,1997,12,7
1040002,3556,credit,another bank,17483.0,64669.5,,UV,47784644.0,1998-01-07,1998,1,7
1040003,3556,credit,another bank,17483.0,38781.4,,UV,47784644.0,1998-02-07,1998,2,7
1040004,3556,credit,another bank,17483.0,47884.0,,UV,47784644.0,1998-03-07,1998,3,7
1040005,3556,credit,another bank,17483.0,42708.2,,UV,47784644.0,1998-04-07,1998,4,7
1040006,3556,credit,another bank,17483.0,40948.4,,UV,47784644.0,1998-05-07,1998,5,7
1040007,3556,credit,another bank,26224.0,55773.5,,UV,47784644.0,1998-06-07,1998,6,7
