client_id,district_id,birthdate,birthdate_year,birthdate_month,birthdate_day,sex
729,63,1969-53-17,1969,3,17,f
730,63,1973-08-14,1973,8,14,m
731,74,1979-51-22,1979,1,22,f
732,74,1978-07-05,1978,7,5,m
733,46,1978-07-28,1978,7,28,m
734,46,1985-51-14,1985,1,14,f
735,1,1973-11-26,1973,11,26,m
736,1,1977-54-26,1977,4,26,f
737,74,1952-11-04,1952,11,4,m
738,25,1920-03-26,1920,3,26,m
739,72,1942-04-16,1942,4,16,m
740,55,1923-11-07,1923,11,7,m
741,74,1941-07-09,1941,7,9,m
742,1,1951-60-15,1951,10,15,f
743,1,1941-02-17,1941,2,17,m
744,26,1940-07-18,1940,7,18,m
745,52,1966-52-14,1966,2,14,f
746,52,1962-04-16,1962,4,16,m
747,24,1953-58-20,1953,8,20,f
748,25,1936-10-15,1936,10,15,m
749,25,1933-57-29,1933,7,29,f
750,70,1956-59-29,1956,9,29,f
751,70,1959-03-09,1959,3,9,m
752,72,1944-12-20,1944,12,20,m
753,72,1940-59-24,1940,9,24,f
754,63,1947-56-04,1947,6,4,f
755,72,1947-11-21,1947,11,21,m
756,31,1920-05-13,1920,5,13,m
757,71,1970-62-20,1970,12,20,f
758,68,1961-57-26,1961,7,26,f
759,29,1955-05-20,1955,5,20,m
760,57,1936-58-25,1936,8,25,f
762,21,1937-04-20,1937,4,20,m
763,75,1927-58-24,1927,8,24,f
764,49,1955-60-13,1955,10,13,f
765,65,1969-12-31,1969,12,31,m
766,1,1926-57-03,1926,7,3,f
767,1,1923-06-16,1923,6,16,m
768,32,1931-59-23,1931,9,23,f
769,40,1977-12-15,1977,12,15,m
772,64,1944-12-10,1944,12,10,m
773,4,1935-10-30,1935,10,30,m
774,70,1973-03-03,1973,3,3,m
775,51,1940-61-30,1940,11,30,f
776,1,1953-55-03,1953,5,3,f
777,1,1961-05-20,1961,5,20,m
778,13,1940-06-04,1940,6,4,m
779,69,1944-56-12,1944,6,12,f
780,3,1924-02-26,1924,2,26,m
781,72,1945-09-20,1945,9,20,m
782,5,1963-53-18,1963,3,18,f
783,27,1971-53-25,1971,3,25,f
784,27,1964-12-28,1964,12,28,m
785,63,1934-09-09,1934,9,9,m
786,53,1978-09-06,1978,9,6,m
787,3,1947-12-08,1947,12,8,m
788,47,1974-09-03,1974,9,3,m
789,4,1931-09-21,1931,9,21,m
790,63,1967-55-09,1967,5,9,f
791,68,1950-59-29,1950,9,29,f
793,21,1978-02-04,1978,2,4,m
794,21,1979-57-16,1979,7,16,f
796,1,1919-08-30,1919,8,30,m
797,8,1948-01-27,1948,1,27,m
798,27,1940-52-12,1940,2,12,f
799,27,1936-02-19,1936,2,19,m
803,35,1951-02-15,1951,2,15,m
804,35,1956-51-23,1956,1,23,f
806,60,1980-04-22,1980,4,22,m
807,53,1969-60-21,1969,10,21,f
808,31,1963-11-28,1963,11,28,m
809,49,1919-10-15,1919,10,15,m
810,58,1945-59-24,1945,9,24,f
811,58,1940-05-28,1940,5,28,m
812,39,1940-12-06,1940,12,6,m
813,70,1964-01-29,1964,1,29,m
814,19,1959-10-01,1959,10,1,m
815,22,1964-60-27,1964,10,27,f
816,17,1958-52-01,1958,2,1,f
818,54,1966-04-27,1966,4,27,m
819,74,1958-07-08,1958,7,8,m
820,74,1960-61-06,1960,11,6,f
821,49,1948-05-12,1948,5,12,m
822,37,1959-55-08,1959,5,8,f
823,41,1956-10-24,1956,10,24,m
824,27,1952-09-05,1952,9,5,m
825,74,1977-04-02,1977,4,2,m
826,1,1978-01-23,1978,1,23,m
827,10,1965-59-04,1965,9,4,f
828,10,1958-12-10,1958,12,10,m
829,24,1957-05-19,1957,5,19,m
830,69,1948-08-27,1948,8,27,m
831,2,1948-05-02,1948,5,2,m
832,67,1923-62-23,1923,12,23,f
833,5,1960-06-11,1960,6,11,m
834,54,1922-12-17,1922,12,17,m
835,28,1943-60-20,1943,10,20,f
836,28,1948-06-14,1948,6,14,m
837,71,1974-10-14,1974,10,14,m
838,71,1968-52-04,1968,2,4,f
839,47,1955-55-18,1955,5,18,f
840,20,1937-04-26,1937,4,26,m
841,69,1981-02-10,1981,2,10,m
842,12,1933-57-03,1933,7,3,f
843,54,1957-59-03,1957,9,3,f
844,22,1945-01-14,1945,1,14,m
845,22,1953-51-30,1953,1,30,f
846,35,1949-12-01,1949,12,1,m
847,49,1979-12-25,1979,12,25,m
849,26,1939-56-06,1939,6,6,f
850,19,1969-09-21,1969,9,21,m
851,25,1919-06-16,1919,6,16,m
852,25,1916-56-04,1916,6,4,f
853,70,1949-06-02,1949,6,2,m
854,72,1941-61-02,1941,11,2,f
855,58,1930-01-28,1930,1,28,m
856,23,1919-01-22,1919,1,22,m
857,32,1948-02-21,1948,2,21,m
858,47,1959-53-29,1959,3,29,f
859,1,1968-57-29,1968,7,29,f
860,1,1967-12-08,1967,12,8,m
861,1,1956-59-13,1956,9,13,f
862,30,1952-01-05,1952,1,5,m
863,54,1968-61-29,1968,11,29,f
864,11,1953-03-27,1953,3,27,m
865,11,1946-61-03,1946,11,3,f
866,38,1975-61-24,1975,11,24,f
870,70,1957-05-06,1957,5,6,m
871,76,1974-03-11,1974,3,11,m
872,35,1963-02-22,1963,2,22,m
873,60,1944-01-05,1944,1,5,m
874,14,1952-59-05,1952,9,5,f
875,14,1956-12-07,1956,12,7,m
876,1,1960-11-25,1960,11,25,m
877,5,1927-51-21,1927,1,21,f
878,5,1920-04-17,1920,4,17,m
879,38,1943-62-08,1943,12,8,f
880,49,1960-02-17,1960,2,17,m
881,5,1975-52-22,1975,2,22,f
882,70,1933-59-09,1933,9,9,f
883,75,1920-51-06,1920,1,6,f
884,75,1918-10-14,1918,10,14,m
885,34,1923-02-08,1923,2,8,m
886,34,1948-02-02,1948,2,2,m
887,66,1973-61-28,1973,11,28,f
888,28,1973-10-26,1973,10,26,m
889,54,1981-60-24,1981,10,24,f
890,77,1919-03-30,1919,3,30,m
891,33,1931-01-31,1931,1,31,m
892,42,1922-55-24,1922,5,24,f
893,43,1935-60-23,1935,10,23,f
894,75,1934-08-18,1934,8,18,m
895,39,1970-07-03,1970,7,3,m
896,36,1973-54-24,1973,4,24,f
897,36,1981-03-25,1981,3,25,m
898,38,1943-54-27,1943,4,27,f
899,38,1944-02-13,1944,2,13,m
900,73,1977-04-10,1977,4,10,m
901,39,1919-12-21,1919,12,21,m
902,23,1950-08-15,1950,8,15,m
903,31,1934-03-06,1934,3,6,m
904,1,1932-02-08,1932,2,8,m
905,38,1940-10-23,1940,10,23,m
906,65,1978-06-16,1978,6,16,m
907,51,1948-03-11,1948,3,11,m
908,51,1961-53-07,1961,3,7,f
909,23,1975-09-07,1975,9,7,m
910,1,1961-09-27,1961,9,27,m
911,43,1939-11-28,1939,11,28,m
912,76,1920-10-29,1920,10,29,m
913,1,1938-11-18,1938,11,18,m
914,1,1921-51-19,1921,1,19,f
915,12,1975-05-03,1975,5,3,m
916,3,1958-06-29,1958,6,29,m
917,25,1973-59-16,1973,9,16,f
918,26,1964-12-23,1964,12,23,m
921,7,1954-52-13,1954,2,13,f
922,22,1972-58-16,1972,8,16,f
923,22,1978-08-22,1978,8,22,m
924,1,1953-07-12,1953,7,12,m
925,54,1959-08-13,1959,8,13,m
926,1,1981-01-22,1981,1,22,m
927,1,1974-10-26,1974,10,26,m
928,66,1951-60-10,1951,10,10,f
929,30,1935-04-23,1935,4,23,m
930,68,1959-58-25,1959,8,25,f
931,16,1968-06-07,1968,6,7,m
932,3,1947-09-27,1947,9,27,m
933,33,1978-53-11,1978,3,11,f
934,33,1982-08-19,1982,8,19,m
935,42,1946-55-17,1946,5,17,f
936,42,1943-07-30,1943,7,30,m
937,1,1931-11-14,1931,11,14,m
938,59,1944-58-07,1944,8,7,f
939,21,1952-08-03,1952,8,3,m
940,53,1960-08-11,1960,8,11,m
941,10,1935-10-05,1935,10,5,m
942,12,1931-59-02,1931,9,2,f
943,12,1936-09-26,1936,9,26,m
944,39,1970-12-18,1970,12,18,m
945,39,1977-51-10,1977,1,10,f
946,54,1951-08-06,1951,8,6,m
948,49,1924-04-22,1924,4,22,m
949,3,1976-07-27,1976,7,27,m
950,76,1965-54-12,1965,4,12,f
951,76,1960-09-17,1960,9,17,m
952,63,1951-55-01,1951,5,1,f
953,25,1937-10-17,1937,10,17,m
954,1,1942-60-20,1942,10,20,f
955,57,1970-01-28,1970,1,28,m
956,1,1966-10-21,1966,10,21,m
957,56,1941-62-23,1941,12,23,f
958,56,1942-05-04,1942,5,4,m
959,11,1962-59-12,1962,9,12,f
960,16,1957-54-13,1957,4,13,f
961,15,1931-60-04,1931,10,4,f
962,19,1966-02-19,1966,2,19,m
963,64,1966-62-17,1966,12,17,f
964,10,1953-60-21,1953,10,21,f
965,13,1972-62-01,1972,12,1,f
966,13,1978-09-02,1978,9,2,m
967,76,1979-06-20,1979,6,20,m
968,69,1957-02-17,1957,2,17,m
970,36,1957-03-29,1957,3,29,m
971,46,1919-51-01,1919,1,1,f
972,46,1917-05-06,1917,5,6,m
973,14,1970-60-06,1970,10,6,f
974,14,1963-06-24,1963,6,24,m
975,1,1959-57-12,1959,7,12,f
976,16,1955-61-19,1955,11,19,f
977,76,1926-55-10,1926,5,10,f
978,56,1968-56-09,1968,6,9,f
979,56,1966-11-18,1966,11,18,m
980,40,1961-09-30,1961,9,30,m
981,5,1960-06-28,1960,6,28,m
984,20,1949-07-03,1949,7,3,m
985,20,1947-51-13,1947,1,13,f
986,74,1955-05-16,1955,5,16,m
987,60,1952-05-20,1952,5,20,m
988,40,1939-60-01,1939,10,1,f
989,40,1933-08-15,1933,8,15,m
990,71,1961-12-24,1961,12,24,m
991,32,1941-06-27,1941,6,27,m
992,19,1948-05-21,1948,5,21,m
993,44,1969-60-31,1969,10,31,f
994,36,1971-04-27,1971,4,27,m
995,36,1973-60-30,1973,10,30,f
996,1,1980-56-26,1980,6,26,f
997,59,1950-11-11,1950,11,11,m
998,59,1953-56-28,1953,6,28,f
999,74,1966-59-01,1966,9,1,f
1000,74,1961-10-27,1961,10,27,m
1001,44,1947-04-14,1947,4,14,m
1002,42,1944-53-08,1944,3,8,f
1003,31,1937-60-31,1937,10,31,f
1004,3,1957-09-25,1957,9,25,m
1006,46,1942-56-28,1942,6,28,f
1007,46,1938-01-05,1938,1,5,m
1008,6,1956-07-06,1956,7,6,m
1009,33,1962-54-27,1962,4,27,f
1010,33,1955-08-16,1955,8,16,m
1011,16,1939-07-13,1939,7,13,m
1012,70,1966-52-13,1966,2,13,f
1013,70,1973-03-12,1973,3,12,m
1014,1,1931-02-08,1931,2,8,m
1015,62,1934-03-13,1934,3,13,m
1016,62,1940-57-21,1940,7,21,f
1017,6,1943-52-12,1943,2,12,f
1018,53,1945-02-28,1945,2,28,m
1019,14,1946-62-22,1946,12,22,f
1020,72,1977-55-10,1977,5,10,f
1021,2,1977-08-05,1977,8,5,m
1022,31,1940-07-23,1940,7,23,m
1023,1,1938-12-28,1938,12,28,m
1024,25,1956-03-29,1956,3,29,m
1025,15,1964-07-08,1964,7,8,m
1026,57,1979-08-12,1979,8,12,m
1027,1,1940-61-04,1940,11,4,f
1028,1,1934-10-02,1934,10,2,m
1029,1,1954-53-16,1954,3,16,f
1030,1,1947-10-11,1947,10,11,m
1031,2,1968-62-11,1968,12,11,f
1032,1,1938-60-30,1938,10,30,f
1033,1,1937-10-14,1937,10,14,m
1034,52,1974-61-11,1974,11,11,f
1035,13,1971-53-28,1971,3,28,f
1036,13,1976-12-06,1976,12,6,m
1037,1,1965-61-01,1965,11,1,f
1038,69,1961-59-23,1961,9,23,f
1039,70,1980-60-11,1980,10,11,f
1040,1,1960-06-17,1960,6,17,m
1041,72,1961-07-05,1961,7,5,m
1042,17,1966-59-25,1966,9,25,f
1043,17,1963-11-16,1963,11,16,m
1044,9,1971-59-13,1971,9,13,f
1045,60,1947-62-24,1947,12,24,f
1046,1,1975-08-24,1975,8,24,m
1047,16,1963-57-11,1963,7,11,f
1048,70,1974-60-03,1974,10,3,f
1049,1,1942-11-11,1942,11,11,m
1050,27,1971-57-01,1971,7,1,f
1051,73,1971-58-26,1971,8,26,f
1052,56,1964-03-11,1964,3,11,m
1053,56,1958-56-03,1958,6,3,f
1054,63,1924-08-20,1924,8,20,m
1055,4,1919-05-17,1919,5,17,m
1056,1,1963-06-19,1963,6,19,m
1057,52,1939-02-21,1939,2,21,m
1058,9,1975-58-01,1975,8,1,f
1059,26,1960-06-03,1960,6,3,m
1060,26,1957-62-17,1957,12,17,f
1062,16,1975-01-08,1975,1,8,m
1063,16,1976-56-12,1976,6,12,f
1064,1,1951-52-03,1951,2,3,f
1065,2,1957-11-26,1957,11,26,m
1066,1,1940-10-18,1940,10,18,m
1067,1,1952-05-14,1952,5,14,m
1068,13,1926-60-20,1926,10,20,f
1069,54,1938-52-21,1938,2,21,f
1070,54,1938-12-02,1938,12,2,m
1071,43,1925-01-25,1925,1,25,m
1072,60,1966-62-08,1966,12,8,f
1073,34,1924-04-10,1924,4,10,m
1074,34,1928-58-25,1928,8,25,f
1075,65,1934-56-04,1934,6,4,f
1076,53,1979-55-11,1979,5,11,f
1077,46,1920-06-23,1920,6,23,m
1078,24,1978-62-15,1978,12,15,f
1079,3,1961-07-15,1961,7,15,m
1080,54,1950-60-06,1950,10,6,f
1081,71,1970-12-16,1970,12,16,m
1082,9,1967-02-23,1967,2,23,m
1083,48,1937-12-15,1937,12,15,m
1084,48,1944-54-09,1944,4,9,f
1085,60,1932-62-19,1932,12,19,f
1086,74,1973-05-04,1973,5,4,m
1087,74,1978-57-30,1978,7,30,f
1088,47,1969-58-23,1969,8,23,f
1089,1,1939-12-09,1939,12,9,m
1090,35,1939-56-20,1939,6,20,f
1091,59,1940-56-27,1940,6,27,f
1092,41,1962-57-20,1962,7,20,f
1093,62,1976-57-28,1976,7,28,f
1094,30,1960-60-04,1960,10,4,f
1095,30,1954-02-16,1954,2,16,m
1096,1,1926-53-03,1926,3,3,f
1097,1,1930-09-02,1930,9,2,m
1098,60,1948-59-10,1948,9,10,f
1099,65,1979-61-21,1979,11,21,f
1100,59,1951-07-04,1951,7,4,m
1101,74,1946-06-22,1946,6,22,m
1102,72,1935-01-29,1935,1,29,m
1103,1,1951-08-18,1951,8,18,m
1104,1,1955-52-09,1955,2,9,f
1105,56,1942-01-03,1942,1,3,m
1106,56,1940-52-25,1940,2,25,f
1107,60,1961-04-26,1961,4,26,m
1108,62,1955-62-22,1955,12,22,f
1109,58,1931-59-01,1931,9,1,f
1110,10,1928-53-24,1928,3,24,f
1111,61,1979-06-04,1979,6,4,m
1112,13,1930-57-25,1930,7,25,f
1113,11,1976-08-20,1976,8,20,m
1114,59,1980-06-18,1980,6,18,m
1115,36,1920-58-24,1920,8,24,f
1116,69,1973-54-19,1973,4,19,f
1117,20,1976-61-01,1976,11,1,f
1118,20,1969-11-03,1969,11,3,m
1119,54,1980-51-05,1980,1,5,f
1120,41,1973-60-21,1973,10,21,f
1121,59,1939-03-02,1939,3,2,m
1122,20,1921-02-18,1921,2,18,m
1123,20,1922-58-26,1922,8,26,f
1124,21,1928-04-12,1928,4,12,m
1125,9,1934-53-30,1934,3,30,f
1126,9,1935-10-23,1935,10,23,m
1127,23,1974-11-12,1974,11,12,m
1128,7,1930-07-16,1930,7,16,m
1129,43,1931-09-24,1931,9,24,m
1130,70,1940-61-26,1940,11,26,f
1131,55,1947-60-28,1947,10,28,f
1132,55,1948-03-21,1948,3,21,m
1133,37,1958-59-15,1958,9,15,f
1134,37,1959-10-01,1959,10,1,m
1135,8,1952-07-21,1952,7,21,m
1136,9,1976-59-18,1976,9,18,f
1137,1,1977-53-05,1977,3,5,f
1138,70,1970-59-30,1970,9,30,f
1139,70,1973-09-22,1973,9,22,m
1140,18,1946-02-24,1946,2,24,m
1141,21,1941-54-22,1941,4,22,f
1142,59,1946-61-19,1946,11,19,f
1143,59,1946-05-15,1946,5,15,m
1145,58,1968-59-14,1968,9,14,f
1146,54,1965-11-14,1965,11,14,m
1147,3,1930-05-12,1930,5,12,m
1148,41,1941-05-15,1941,5,15,m
1149,14,1976-59-25,1976,9,25,f
1150,74,1945-56-24,1945,6,24,f
1151,59,1973-03-06,1973,3,6,m
1152,74,1981-03-12,1981,3,12,m
1153,70,1980-61-15,1980,11,15,f
1154,72,1924-01-31,1924,1,31,m
1155,72,1922-57-10,1922,7,10,f
1156,1,1933-61-11,1933,11,11,f
1157,4,1958-62-30,1958,12,30,f
1158,1,1954-58-21,1954,8,21,f
1159,64,1944-02-03,1944,2,3,m
1160,64,1938-57-28,1938,7,28,f
1161,7,1973-05-25,1973,5,25,m
1162,26,1975-52-19,1975,2,19,f
1163,20,1964-08-28,1964,8,28,m
1164,15,1959-59-14,1959,9,14,f
1165,15,1942-60-02,1942,10,2,f
1166,74,1959-06-27,1959,6,27,m
1167,74,1954-53-17,1954,3,17,f
1168,19,1978-05-31,1978,5,31,m
1169,18,1941-51-24,1941,1,24,f
1170,12,1977-04-28,1977,4,28,m
1171,46,1974-53-28,1974,3,28,f
1172,54,1923-56-13,1923,6,13,f
1173,54,1922-06-02,1922,6,2,m
1174,29,1970-53-13,1970,3,13,f
1175,1,1925-10-25,1925,10,25,m
1176,1,1918-58-31,1918,8,31,f
1177,77,1939-56-21,1939,6,21,f
1178,1,1971-60-04,1971,10,4,f
1179,1,1930-60-05,1930,10,5,f
1180,21,1944-10-06,1944,10,6,m
1181,1,1939-11-12,1939,11,12,m
1182,66,1946-60-16,1946,10,16,f
1183,54,1942-11-29,1942,11,29,m
1186,2,1947-58-05,1947,8,5,f
1187,32,1961-59-06,1961,9,6,f
1188,32,1968-09-19,1968,9,19,m
1189,74,1932-52-15,1932,2,15,f
1190,15,1976-54-12,1976,4,12,f
1191,15,1977-06-02,1977,6,2,m
1192,10,1925-51-01,1925,1,1,f
1193,19,1926-01-29,1926,1,29,m
1194,17,1939-56-14,1939,6,14,f
1195,39,1939-51-22,1939,1,22,f
1196,22,1943-04-16,1943,4,16,m
1197,6,1966-60-02,1966,10,2,f
1198,72,1975-52-17,1975,2,17,f
1199,64,1976-60-24,1976,10,24,f
1200,47,1931-61-17,1931,11,17,f
1201,54,1945-09-10,1945,9,10,m
1202,47,1980-60-11,1980,10,11,f
1204,77,1974-61-09,1974,11,9,f
1206,50,1957-06-21,1957,6,21,m
1207,28,1939-59-17,1939,9,17,f
1208,70,1975-59-01,1975,9,1,f
1209,36,1957-54-09,1957,4,9,f
1210,6,1961-10-12,1961,10,12,m
1211,1,1978-07-14,1978,7,14,m
1212,13,1927-59-19,1927,9,19,f
1213,1,1966-04-28,1966,4,28,m
1214,61,1940-11-15,1940,11,15,m
1215,45,1944-05-06,1944,5,6,m
1216,65,1945-56-12,1945,6,12,f
1217,59,1937-04-17,1937,4,17,m
1218,74,1980-05-27,1980,5,27,m
1219,1,1944-07-31,1944,7,31,m
1220,40,1953-62-16,1953,12,16,f
1221,14,1973-55-18,1973,5,18,f
1222,7,1939-61-30,1939,11,30,f
1223,14,1955-58-13,1955,8,13,f
1224,56,1938-05-12,1938,5,12,m
1225,42,1946-08-21,1946,8,21,m
1226,33,1951-54-14,1951,4,14,f
1227,33,1955-10-02,1955,10,2,m
1228,21,1949-58-28,1949,8,28,f
1229,19,1971-02-02,1971,2,2,m
1231,20,1965-59-27,1965,9,27,f
1232,20,1959-04-13,1959,4,13,m
1233,68,1942-10-22,1942,10,22,m
1234,23,1975-01-15,1975,1,15,m
1235,23,1979-57-12,1979,7,12,f
1236,26,1967-54-28,1967,4,28,f
1237,57,1923-11-07,1923,11,7,m
1238,74,1935-09-01,1935,9,1,m
1239,11,1976-59-09,1976,9,9,f
1240,32,1976-58-24,1976,8,24,f
1241,73,1942-62-17,1942,12,17,f
1242,73,1944-58-21,1944,8,21,f
1243,11,1974-60-05,1974,10,5,f
1244,1,1964-05-02,1964,5,2,m
1245,64,1979-08-13,1979,8,13,m
1246,70,1962-11-19,1962,11,19,m
1247,70,1969-60-09,1969,10,9,f
1248,19,1971-06-24,1971,6,24,m
1250,43,1952-58-01,1952,8,1,f
1251,1,1959-05-30,1959,5,30,m
1252,1,1953-58-19,1953,8,19,f
1253,14,1967-58-28,1967,8,28,f
1254,3,1939-58-31,1939,8,31,f
1255,1,1966-58-07,1966,8,7,f
1256,46,1955-61-13,1955,11,13,f
1257,35,1928-59-01,1928,9,1,f
1258,35,1924-09-20,1924,9,20,m
1259,18,1966-09-29,1966,9,29,m
1260,57,1945-51-03,1945,1,3,f
1261,57,1951-09-28,1951,9,28,m
1262,35,1952-04-03,1952,4,3,m
1263,35,1959-52-25,1959,2,25,f
1264,61,1976-60-03,1976,10,3,f
1265,57,1958-62-21,1958,12,21,f
1266,71,1952-61-24,1952,11,24,f
1267,29,1954-52-11,1954,2,11,f
1268,29,1949-03-30,1949,3,30,m
1269,1,1948-62-31,1948,12,31,f
1270,13,1930-05-16,1930,5,16,m
1271,47,1935-11-29,1935,11,29,m
1272,8,1944-04-15,1944,4,15,m
1273,6,1978-06-15,1978,6,15,m
1274,44,1976-01-25,1976,1,25,m
1275,1,1951-60-10,1951,10,10,f
1276,68,1942-54-26,1942,4,26,f
1277,70,1931-04-07,1931,4,7,m
1278,72,1978-09-12,1978,9,12,m
1279,16,1956-07-11,1956,7,11,m
1280,34,1952-05-08,1952,5,8,m
1281,34,1949-62-28,1949,12,28,f
1282,52,1936-11-27,1936,11,27,m
1283,66,1939-52-09,1939,2,9,f
1284,66,1943-08-04,1943,8,4,m
1285,62,1939-11-26,1939,11,26,m
1286,52,1950-53-13,1950,3,13,f
1287,65,1944-58-09,1944,8,9,f
1288,73,1972-05-20,1972,5,20,m
1289,59,1946-09-18,1946,9,18,m
1290,35,1976-01-29,1976,1,29,m
1291,1,1964-54-18,1964,4,18,f
1292,14,1977-04-28,1977,4,28,m
1293,1,1927-01-29,1927,1,29,m
1294,1,1930-55-29,1930,5,29,f
1295,74,1944-52-09,1944,2,9,f
1296,55,1959-58-01,1959,8,1,f
1297,64,1918-51-28,1918,1,28,f
1298,64,1921-03-15,1921,3,15,m
1299,2,1920-60-16,1920,10,16,f
1300,45,1979-10-27,1979,10,27,m
1303,42,1940-58-16,1940,8,16,f
1304,37,1936-07-28,1936,7,28,m
1305,55,1945-54-28,1945,4,28,f
1306,32,1922-60-08,1922,10,8,f
1307,74,1953-04-08,1953,4,8,m
1308,69,1954-02-18,1954,2,18,m
1309,1,1975-06-17,1975,6,17,m
1310,41,1977-59-24,1977,9,24,f
1311,54,1956-62-18,1956,12,18,f
1312,35,1935-54-03,1935,4,3,f
1313,54,1970-11-20,1970,11,20,m
1314,54,1975-56-09,1975,6,9,f
1315,34,1923-02-26,1923,2,26,m
1316,67,1946-61-13,1946,11,13,f
1317,67,1945-05-18,1945,5,18,m
1318,47,1931-03-10,1931,3,10,m
1321,35,1977-61-09,1977,11,9,f
1322,4,1945-59-22,1945,9,22,f
1323,70,1944-01-06,1944,1,6,m
1324,66,1956-58-07,1956,8,7,f
1325,39,1945-09-19,1945,9,19,m
1326,55,1956-55-12,1956,5,12,f
1327,20,1963-62-31,1963,12,31,f
1328,42,1937-56-05,1937,6,5,f
1329,26,1918-02-16,1918,2,16,m
1330,66,1968-09-17,1968,9,17,m
1331,54,1963-11-24,1963,11,24,m
1332,5,1957-61-27,1957,11,27,f
1333,48,1949-04-20,1949,4,20,m
1334,8,1978-02-06,1978,2,6,m
1335,1,1961-51-25,1961,1,25,f
1336,1,1962-11-04,1962,11,4,m
1337,56,1979-53-29,1979,3,29,f
1338,56,1983-07-26,1983,7,26,m
1339,22,1959-05-04,1959,5,4,m
1340,68,1939-53-20,1939,3,20,f
1341,69,1962-56-17,1962,6,17,f
1343,1,1939-58-16,1939,8,16,f
1344,1,1935-02-18,1935,2,18,m
1345,32,1968-05-22,1968,5,22,m
1346,13,1954-08-29,1954,8,29,m
1347,13,1970-03-06,1970,3,6,m
1348,13,1975-56-07,1975,6,7,f
1349,26,1968-51-07,1968,1,7,f
1350,1,1959-04-28,1959,4,28,m
1351,1,1951-59-24,1951,9,24,f
1352,54,1971-54-01,1971,4,1,f
1353,27,1959-02-13,1959,2,13,m
1354,64,1921-01-14,1921,1,14,m
1355,35,1976-52-01,1976,2,1,f
1356,1,1932-09-18,1932,9,18,m
1359,1,1951-59-04,1951,9,4,f
1360,1,1946-08-19,1946,8,19,m
1361,1,1922-59-29,1922,9,29,f
1362,1,1929-01-03,1929,1,3,m
1363,6,1979-62-27,1979,12,27,f
1364,1,1933-12-28,1933,12,28,m
1365,1,1938-52-23,1938,2,23,f
1366,12,1980-53-02,1980,3,2,f
1367,60,1965-60-27,1965,10,27,f
1368,60,1957-12-30,1957,12,30,m
1369,41,1978-10-23,1978,10,23,m
1370,34,1965-51-11,1965,1,11,f
1371,49,1948-60-22,1948,10,22,f
1372,28,1976-62-07,1976,12,7,f
1373,74,1975-52-08,1975,2,8,f
1375,69,1977-01-27,1977,1,27,m
1376,18,1958-09-03,1958,9,3,m
1377,18,1951-57-23,1951,7,23,f
1378,74,1941-61-25,1941,11,25,f
1379,74,1937-02-18,1937,2,18,m
1380,44,1953-57-29,1953,7,29,f
1382,18,1979-61-23,1979,11,23,f
1383,29,1982-10-05,1982,10,5,m
1384,40,1953-54-24,1953,4,24,f
1385,22,1953-08-30,1953,8,30,m
1386,22,1956-58-09,1956,8,9,f
1387,1,1977-52-22,1977,2,22,f
1388,5,1962-59-06,1962,9,6,f
1389,43,1927-53-04,1927,3,4,f
1390,59,1979-55-27,1979,5,27,f
1391,41,1965-11-22,1965,11,22,m
1392,50,1932-02-06,1932,2,6,m
1393,50,1934-55-01,1934,5,1,f
1394,49,1942-58-22,1942,8,22,f
1395,49,1941-10-18,1941,10,18,m
1396,39,1946-53-14,1946,3,14,f
1397,66,1921-62-25,1921,12,25,f
1401,35,1981-07-24,1981,7,24,m
1402,44,1936-11-25,1936,11,25,m
1403,44,1944-51-02,1944,1,2,f
1404,11,1968-62-20,1968,12,20,f
1406,29,1948-61-12,1948,11,12,f
1407,29,1941-08-04,1941,8,4,m
1408,49,1969-08-07,1969,8,7,m
1409,25,1951-04-30,1951,4,30,m
1410,18,1944-02-03,1944,2,3,m
1411,18,1939-58-06,1939,8,6,f
1412,6,1979-11-05,1979,11,5,m
1413,11,1969-57-16,1969,7,16,f
1414,70,1974-61-13,1974,11,13,f
1416,19,1927-12-02,1927,12,2,m
1417,27,1966-61-12,1966,11,12,f
1418,41,1974-56-16,1974,6,16,f
1419,74,1918-51-25,1918,1,25,f
1420,74,1916-01-20,1916,1,20,m
1421,20,1956-52-10,1956,2,10,f
1422,69,1976-52-23,1976,2,23,f
1423,69,1982-04-11,1982,4,11,m
1424,8,1952-01-05,1952,1,5,m
1425,12,1968-08-27,1968,8,27,m
1426,12,1964-54-30,1964,4,30,f
1427,14,1965-62-16,1965,12,16,f
1428,12,1920-04-23,1920,4,23,m
1429,12,1927-59-04,1927,9,4,f
1430,64,1982-55-29,1982,5,29,f
1431,55,1930-61-08,1930,11,8,f
1432,16,1961-58-17,1961,8,17,f
1433,72,1959-57-10,1959,7,10,f
1434,72,1967-03-25,1967,3,25,m
1435,52,1953-06-25,1953,6,25,m
1438,29,1963-60-25,1963,10,25,f
1439,29,1974-09-10,1974,9,10,m
1440,1,1978-01-17,1978,1,17,m
1441,42,1931-62-05,1931,12,5,f
1442,42,1933-04-18,1933,4,18,m
1443,29,1935-01-25,1935,1,25,m
1444,29,1942-57-14,1942,7,14,f
1445,68,1941-07-24,1941,7,24,m
1446,70,1954-07-29,1954,7,29,m
1447,70,1952-56-21,1952,6,21,f
1448,50,1957-60-09,1957,10,9,f
1449,41,1949-06-29,1949,6,29,m
