account_id,district_id,frequency,acc_creation_date,acc_creation_year,acc_creation_month,acc_creation_day
1150,29,monthly issuance,1997-10-08,1997,10,8
1151,40,monthly issuance,1995-06-23,1995,6,23
1152,45,monthly issuance,1993-04-15,1993,4,15
1153,35,monthly issuance,1993-12-29,1993,12,29
1154,5,weekly issuance,1997-08-29,1997,8,29
1155,43,monthly issuance,1996-10-04,1996,10,4
1156,59,monthly issuance,1997-12-09,1997,12,9
1157,7,monthly issuance,1993-03-27,1993,3,27
1158,50,monthly issuance,1994-04-03,1994,4,3
1159,49,monthly issuance,1994-02-09,1994,2,9
1160,39,weekly issuance,1996-07-29,1996,7,29
1161,66,monthly issuance,1993-05-08,1993,5,8
1164,35,monthly issuance,1994-01-14,1994,1,14
1165,44,monthly issuance,1997-03-23,1997,3,23
1166,11,monthly issuance,1993-04-21,1993,4,21
1168,29,monthly issuance,1994-11-03,1994,11,3
1169,49,issuance after transaction,1994-03-02,1994,3,2
1170,25,monthly issuance,1996-03-26,1996,3,26
1171,18,monthly issuance,1997-12-20,1997,12,20
1172,6,monthly issuance,1997-10-25,1997,10,25
1173,11,monthly issuance,1996-09-22,1996,9,22
1174,70,monthly issuance,1995-03-21,1995,3,21
1176,19,monthly issuance,1996-10-24,1996,10,24
1177,27,monthly issuance,1997-12-20,1997,12,20
1178,41,monthly issuance,1997-05-04,1997,5,4
1179,74,monthly issuance,1993-01-23,1993,1,23
1180,20,monthly issuance,1993-05-19,1993,5,19
1181,69,monthly issuance,1997-08-20,1997,8,20
1182,8,monthly issuance,1997-02-11,1997,2,11
1183,12,monthly issuance,1995-05-08,1995,5,8
1184,14,monthly issuance,1994-05-06,1994,5,6
1185,12,monthly issuance,1997-06-07,1997,6,7
1186,64,monthly issuance,1997-12-17,1997,12,17
1187,55,monthly issuance,1996-07-28,1996,7,28
1188,16,monthly issuance,1996-07-22,1996,7,22
1189,59,monthly issuance,1993-03-19,1993,3,19
1190,52,monthly issuance,1996-09-09,1996,9,9
1192,29,monthly issuance,1996-05-02,1996,5,2
1193,29,monthly issuance,1994-01-05,1994,1,5
1194,1,monthly issuance,1994-04-15,1994,4,15
1195,42,monthly issuance,1996-12-27,1996,12,27
1196,29,monthly issuance,1996-01-16,1996,1,16
1197,68,monthly issuance,1993-09-07,1993,9,7
1198,70,monthly issuance,1997-04-20,1997,4,20
1199,50,monthly issuance,1997-03-18,1997,3,18
1200,33,monthly issuance,1993-05-07,1993,5,7
1201,61,monthly issuance,1993-07-23,1993,7,23
1203,72,monthly issuance,1995-08-09,1995,8,9
1204,29,monthly issuance,1993-12-03,1993,12,3
1205,73,monthly issuance,1994-10-08,1994,10,8
1206,70,monthly issuance,1995-10-21,1995,10,21
1207,67,monthly issuance,1993-06-08,1993,6,8
1208,4,monthly issuance,1997-11-09,1997,11,9
1209,23,monthly issuance,1997-10-23,1997,10,23
1210,28,monthly issuance,1996-05-21,1996,5,21
1211,49,monthly issuance,1996-08-09,1996,8,9
1212,70,monthly issuance,1995-12-18,1995,12,18
1213,36,monthly issuance,1996-05-08,1996,5,8
1214,39,monthly issuance,1997-01-19,1997,1,19
1215,65,monthly issuance,1997-03-04,1997,3,4
1216,77,monthly issuance,1996-03-01,1996,3,1
1217,69,monthly issuance,1993-10-25,1993,10,25
1218,1,monthly issuance,1996-12-12,1996,12,12
1219,1,monthly issuance,1996-06-08,1996,6,8
1220,1,monthly issuance,1995-07-15,1995,7,15
1221,45,monthly issuance,1997-01-02,1997,1,2
1222,66,monthly issuance,1993-01-20,1993,1,20
1223,70,monthly issuance,1996-08-10,1996,8,10
1225,4,monthly issuance,1993-12-14,1993,12,14
1226,1,monthly issuance,1996-10-23,1996,10,23
1227,69,monthly issuance,1996-01-13,1996,1,13
1228,62,monthly issuance,1995-04-09,1995,4,9
1229,46,monthly issuance,1997-12-10,1997,12,10
1230,1,monthly issuance,1997-05-03,1997,5,3
1231,7,monthly issuance,1994-01-18,1994,1,18
1232,48,monthly issuance,1996-07-06,1996,7,6
1233,31,monthly issuance,1996-02-08,1996,2,8
1234,6,monthly issuance,1993-09-13,1993,9,13
1235,76,monthly issuance,1993-11-23,1993,11,23
1236,19,monthly issuance,1993-05-05,1993,5,5
1237,9,monthly issuance,1994-03-13,1994,3,13
1238,1,monthly issuance,1995-10-29,1995,10,29
1239,1,monthly issuance,1993-04-10,1993,4,10
1240,1,monthly issuance,1997-09-11,1997,9,11
1241,53,monthly issuance,1996-07-02,1996,7,2
1242,74,issuance after transaction,1996-11-24,1996,11,24
1243,1,monthly issuance,1996-01-07,1996,1,7
1244,68,monthly issuance,1996-05-08,1996,5,8
1245,68,monthly issuance,1997-11-12,1997,11,12
1246,58,monthly issuance,1994-08-18,1994,8,18
1247,25,monthly issuance,1993-06-08,1993,6,8
1248,22,monthly issuance,1995-04-29,1995,4,29
1249,67,monthly issuance,1995-03-30,1995,3,30
1250,62,monthly issuance,1996-03-28,1996,3,28
1251,34,weekly issuance,1995-07-18,1995,7,18
1252,13,weekly issuance,1995-07-26,1995,7,26
1253,5,monthly issuance,1997-04-13,1997,4,13
1254,74,monthly issuance,1995-03-28,1995,3,28
1255,68,monthly issuance,1997-07-02,1997,7,2
1256,38,monthly issuance,1994-04-21,1994,4,21
1257,66,monthly issuance,1995-10-11,1995,10,11
1258,3,monthly issuance,1996-09-01,1996,9,1
1259,72,monthly issuance,1997-04-12,1997,4,12
1260,5,monthly issuance,1996-11-17,1996,11,17
1261,52,monthly issuance,1995-03-18,1995,3,18
1262,29,monthly issuance,1997-01-19,1997,1,19
1263,30,weekly issuance,1996-01-09,1996,1,9
1264,1,monthly issuance,1997-02-16,1997,2,16
1265,49,monthly issuance,1996-02-25,1996,2,25
1266,57,monthly issuance,1996-07-01,1996,7,1
1267,43,monthly issuance,1996-08-05,1996,8,5
1268,74,monthly issuance,1993-07-25,1993,7,25
1269,52,monthly issuance,1994-03-28,1994,3,28
1270,55,issuance after transaction,1996-06-07,1996,6,7
1271,17,monthly issuance,1996-06-18,1996,6,18
1272,40,weekly issuance,1993-05-25,1993,5,25
1273,37,monthly issuance,1994-03-25,1994,3,25
1274,54,weekly issuance,1996-08-19,1996,8,19
1275,32,monthly issuance,1996-06-26,1996,6,26
1276,36,monthly issuance,1993-01-07,1993,1,7
1277,31,monthly issuance,1993-06-20,1993,6,20
1279,28,monthly issuance,1997-10-13,1997,10,13
1280,70,monthly issuance,1995-05-03,1995,5,3
1281,8,monthly issuance,1997-04-14,1997,4,14
1284,55,monthly issuance,1997-07-02,1997,7,2
1285,65,monthly issuance,1993-06-04,1993,6,4
1286,66,issuance after transaction,1993-11-23,1993,11,23
1287,35,monthly issuance,1995-03-04,1995,3,4
1288,11,monthly issuance,1993-11-27,1993,11,27
1289,72,monthly issuance,1996-07-07,1996,7,7
1291,1,monthly issuance,1994-07-04,1994,7,4
1292,3,monthly issuance,1994-09-03,1994,9,3
1293,40,monthly issuance,1996-09-03,1996,9,3
1294,71,monthly issuance,1994-11-27,1994,11,27
1295,15,monthly issuance,1994-10-28,1994,10,28
1296,50,monthly issuance,1996-12-02,1996,12,2
1297,70,monthly issuance,1993-07-27,1993,7,27
1298,7,monthly issuance,1996-01-20,1996,1,20
1299,1,monthly issuance,1993-06-21,1993,6,21
1301,18,monthly issuance,1994-09-15,1994,9,15
1302,55,monthly issuance,1993-11-21,1993,11,21
1303,23,monthly issuance,1997-09-08,1997,9,8
1304,40,monthly issuance,1996-04-27,1996,4,27
1305,57,monthly issuance,1993-08-25,1993,8,25
1306,1,monthly issuance,1995-03-22,1995,3,22
1307,56,monthly issuance,1994-12-05,1994,12,5
1308,54,monthly issuance,1996-09-25,1996,9,25
1309,1,monthly issuance,1995-04-15,1995,4,15
1310,1,monthly issuance,1996-02-22,1996,2,22
1311,60,monthly issuance,1996-01-03,1996,1,3
1312,23,monthly issuance,1994-10-15,1994,10,15
1313,45,monthly issuance,1997-10-01,1997,10,1
1314,48,monthly issuance,1993-12-03,1993,12,3
1315,13,monthly issuance,1995-04-17,1995,4,17
1316,42,monthly issuance,1996-12-13,1996,12,13
1317,56,monthly issuance,1994-02-18,1994,2,18
1318,56,monthly issuance,1997-12-22,1997,12,22
1319,56,issuance after transaction,1997-08-08,1997,8,8
1320,58,monthly issuance,1996-11-18,1996,11,18
1321,60,monthly issuance,1997-03-27,1997,3,27
1322,17,monthly issuance,1993-07-05,1993,7,5
1323,43,monthly issuance,1996-05-20,1996,5,20
1324,42,monthly issuance,1996-11-05,1996,11,5
1325,26,monthly issuance,1996-08-08,1996,8,8
1326,52,monthly issuance,1996-11-11,1996,11,11
1327,65,monthly issuance,1994-08-24,1994,8,24
1328,8,monthly issuance,1996-05-04,1996,5,4
1329,53,monthly issuance,1996-09-16,1996,9,16
1330,68,monthly issuance,1996-10-22,1996,10,22
1331,59,monthly issuance,1995-01-03,1995,1,3
1332,59,monthly issuance,1993-03-25,1993,3,25
1333,21,monthly issuance,1994-09-29,1994,9,29
1334,74,monthly issuance,1993-05-14,1993,5,14
1335,54,monthly issuance,1995-09-21,1995,9,21
1336,5,monthly issuance,1997-02-26,1997,2,26
1337,23,monthly issuance,1993-09-01,1993,9,1
1338,74,monthly issuance,1993-01-11,1993,1,11
1339,76,monthly issuance,1997-07-06,1997,7,6
1340,52,monthly issuance,1997-10-28,1997,10,28
1341,36,monthly issuance,1995-11-21,1995,11,21
1342,9,monthly issuance,1997-10-09,1997,10,9
1344,12,issuance after transaction,1995-07-16,1995,7,16
1345,28,monthly issuance,1993-10-19,1993,10,19
1346,74,monthly issuance,1997-07-01,1997,7,1
1347,8,monthly issuance,1996-11-24,1996,11,24
1348,55,monthly issuance,1997-11-12,1997,11,12
1349,75,monthly issuance,1996-03-05,1996,3,5
1350,21,weekly issuance,1996-08-25,1996,8,25
1351,40,monthly issuance,1996-03-29,1996,3,29
1352,1,monthly issuance,1994-09-23,1994,9,23
1353,51,monthly issuance,1994-04-21,1994,4,21
1354,31,monthly issuance,1997-06-21,1997,6,21
1355,1,monthly issuance,1997-08-16,1997,8,16
1356,39,monthly issuance,1997-02-01,1997,2,1
1357,56,monthly issuance,1995-11-20,1995,11,20
1358,39,monthly issuance,1996-04-21,1996,4,21
1359,8,monthly issuance,1993-12-02,1993,12,2
1360,71,monthly issuance,1994-08-14,1994,8,14
1361,46,monthly issuance,1996-12-09,1996,12,9
1362,1,monthly issuance,1996-12-19,1996,12,19
1363,11,monthly issuance,1997-03-23,1997,3,23
1365,42,monthly issuance,1996-03-15,1996,3,15
1366,60,monthly issuance,1993-02-24,1993,2,24
1367,74,monthly issuance,1996-08-20,1996,8,20
1368,22,monthly issuance,1996-12-12,1996,12,12
1369,32,monthly issuance,1996-03-23,1996,3,23
1370,52,monthly issuance,1996-09-25,1996,9,25
1371,1,monthly issuance,1994-04-27,1994,4,27
1372,1,monthly issuance,1993-03-16,1993,3,16
1373,47,monthly issuance,1993-06-12,1993,6,12
1374,53,monthly issuance,1996-09-26,1996,9,26
1375,19,monthly issuance,1994-04-27,1994,4,27
1376,64,monthly issuance,1995-09-20,1995,9,20
1377,1,monthly issuance,1996-09-25,1996,9,25
1378,59,monthly issuance,1993-03-04,1993,3,4
1379,47,monthly issuance,1997-10-01,1997,10,1
1380,53,monthly issuance,1996-02-19,1996,2,19
1381,57,monthly issuance,1993-11-01,1993,11,1
1382,48,monthly issuance,1993-08-03,1993,8,3
1383,11,monthly issuance,1996-04-15,1996,4,15
1384,74,weekly issuance,1996-03-28,1996,3,28
1385,53,monthly issuance,1997-05-08,1997,5,8
1387,67,monthly issuance,1997-01-01,1997,1,1
1388,29,monthly issuance,1994-05-02,1994,5,2
1389,34,monthly issuance,1997-08-05,1997,8,5
1390,69,monthly issuance,1996-12-30,1996,12,30
1391,15,monthly issuance,1996-12-21,1996,12,21
1392,60,monthly issuance,1993-04-28,1993,4,28
1393,1,monthly issuance,1996-11-24,1996,11,24
1394,32,monthly issuance,1994-12-27,1994,12,27
1395,1,monthly issuance,1995-11-21,1995,11,21
1396,46,monthly issuance,1996-06-26,1996,6,26
1397,17,monthly issuance,1993-03-22,1993,3,22
1398,62,monthly issuance,1994-08-18,1994,8,18
1399,45,monthly issuance,1996-05-20,1996,5,20
1401,1,monthly issuance,1993-08-12,1993,8,12
1402,74,monthly issuance,1993-03-26,1993,3,26
1403,17,monthly issuance,1995-11-02,1995,11,2
1404,7,weekly issuance,1993-09-22,1993,9,22
1405,53,monthly issuance,1996-06-04,1996,6,4
1406,50,monthly issuance,1994-03-04,1994,3,4
1407,19,issuance after transaction,1997-04-11,1997,4,11
1408,10,monthly issuance,1996-09-07,1996,9,7
1410,74,monthly issuance,1993-09-11,1993,9,11
1411,54,monthly issuance,1993-07-09,1993,7,9
1412,64,monthly issuance,1993-05-18,1993,5,18
1413,65,monthly issuance,1995-06-07,1995,6,7
1414,58,monthly issuance,1995-01-17,1995,1,17
1416,66,weekly issuance,1993-07-12,1993,7,12
1417,75,monthly issuance,1994-12-20,1994,12,20
1418,35,monthly issuance,1997-02-09,1997,2,9
1419,33,monthly issuance,1993-12-22,1993,12,22
1420,68,monthly issuance,1995-06-08,1995,6,8
1421,71,monthly issuance,1994-10-05,1994,10,5
1422,68,monthly issuance,1993-04-09,1993,4,9
1423,76,monthly issuance,1995-09-08,1995,9,8
1424,32,monthly issuance,1997-05-20,1997,5,20
1425,76,monthly issuance,1993-07-06,1993,7,6
1426,40,monthly issuance,1995-10-27,1995,10,27
1427,17,monthly issuance,1995-10-08,1995,10,8
1429,57,monthly issuance,1993-07-30,1993,7,30
1430,26,monthly issuance,1997-02-13,1997,2,13
1431,41,monthly issuance,1996-06-11,1996,6,11
1432,27,monthly issuance,1997-07-19,1997,7,19
1434,70,monthly issuance,1997-08-08,1997,8,8
1435,1,monthly issuance,1996-12-01,1996,12,1
1436,3,monthly issuance,1994-12-07,1994,12,7
1437,50,monthly issuance,1995-01-13,1995,1,13
1438,23,weekly issuance,1997-09-18,1997,9,18
1439,11,monthly issuance,1996-01-27,1996,1,27
1440,55,monthly issuance,1993-09-22,1993,9,22
1441,50,monthly issuance,1994-10-25,1994,10,25
1442,23,monthly issuance,1993-05-23,1993,5,23
1443,54,monthly issuance,1997-09-27,1997,9,27
1444,70,monthly issuance,1996-06-16,1996,6,16
1445,60,monthly issuance,1996-03-16,1996,3,16
1446,57,monthly issuance,1995-01-18,1995,1,18
1447,65,monthly issuance,1997-02-20,1997,2,20
1448,1,monthly issuance,1995-10-07,1995,10,7
1449,35,monthly issuance,1993-08-26,1993,8,26
1450,63,monthly issuance,1996-04-07,1996,4,7
1451,64,monthly issuance,1993-06-24,1993,6,24
1452,45,monthly issuance,1995-09-16,1995,9,16
1453,61,weekly issuance,1993-09-25,1993,9,25
1454,46,monthly issuance,1997-07-25,1997,7,25
1455,66,monthly issuance,1996-01-03,1996,1,3
1456,9,monthly issuance,1996-04-12,1996,4,12
1458,29,monthly issuance,1994-01-03,1994,1,3
1459,12,monthly issuance,1997-03-26,1997,3,26
1460,54,monthly issuance,1996-11-29,1996,11,29
1461,73,monthly issuance,1996-04-07,1996,4,7
1463,32,monthly issuance,1996-09-25,1996,9,25
1464,73,monthly issuance,1996-10-21,1996,10,21
1465,30,monthly issuance,1995-06-08,1995,6,8
1466,69,weekly issuance,1997-03-26,1997,3,26
1467,37,monthly issuance,1994-04-27,1994,4,27
1468,54,monthly issuance,1993-10-11,1993,10,11
1469,67,monthly issuance,1995-12-15,1995,12,15
1470,19,monthly issuance,1994-02-10,1994,2,10
1471,1,monthly issuance,1996-07-21,1996,7,21
1472,2,monthly issuance,1995-07-20,1995,7,20
1473,39,monthly issuance,1996-04-16,1996,4,16
1474,63,monthly issuance,1996-09-14,1996,9,14
1475,1,weekly issuance,1993-06-14,1993,6,14
1476,61,monthly issuance,1993-04-26,1993,4,26
1477,1,monthly issuance,1993-02-08,1993,2,8
1478,5,monthly issuance,1996-10-30,1996,10,30
1479,54,monthly issuance,1995-04-04,1995,4,4
1480,41,weekly issuance,1996-07-03,1996,7,3
1481,15,monthly issuance,1993-01-17,1993,1,17
1482,38,monthly issuance,1996-12-08,1996,12,8
1483,10,monthly issuance,1996-01-09,1996,1,9
1484,70,monthly issuance,1996-09-23,1996,9,23
1485,36,monthly issuance,1993-10-03,1993,10,3
1486,63,monthly issuance,1996-01-15,1996,1,15
1487,66,monthly issuance,1993-09-10,1993,9,10
1488,25,monthly issuance,1997-04-29,1997,4,29
1490,5,monthly issuance,1996-07-25,1996,7,25
1491,47,monthly issuance,1997-06-11,1997,6,11
1492,24,monthly issuance,1996-10-17,1996,10,17
1493,41,monthly issuance,1993-01-09,1993,1,9
1494,1,monthly issuance,1997-10-08,1997,10,8
1495,36,monthly issuance,1993-11-01,1993,11,1
1496,57,monthly issuance,1995-02-05,1995,2,5
1497,1,monthly issuance,1993-07-16,1993,7,16
1498,62,weekly issuance,1997-02-07,1997,2,7
1499,47,monthly issuance,1993-11-28,1993,11,28
1500,43,monthly issuance,1996-10-01,1996,10,1
1501,50,monthly issuance,1996-08-11,1996,8,11
1502,1,monthly issuance,1996-10-02,1996,10,2
1503,71,monthly issuance,1996-04-10,1996,4,10
1504,1,monthly issuance,1996-08-26,1996,8,26
1505,69,monthly issuance,1993-04-23,1993,4,23
1506,51,monthly issuance,1997-10-13,1997,10,13
1507,35,monthly issuance,1993-08-03,1993,8,3
1508,69,monthly issuance,1996-01-22,1996,1,22
1509,51,monthly issuance,1994-05-19,1994,5,19
1510,33,monthly issuance,1996-03-11,1996,3,11
1511,51,issuance after transaction,1994-03-13,1994,3,13
1512,1,monthly issuance,1994-01-08,1994,1,8
1513,30,monthly issuance,1993-08-23,1993,8,23
1514,7,monthly issuance,1997-07-01,1997,7,1
1515,11,monthly issuance,1993-06-11,1993,6,11
1516,67,monthly issuance,1993-10-08,1993,10,8
1517,5,monthly issuance,1996-08-24,1996,8,24
1518,67,monthly issuance,1993-04-21,1993,4,21
1519,9,monthly issuance,1995-06-14,1995,6,14
1520,48,monthly issuance,1995-08-08,1995,8,8
1521,74,monthly issuance,1996-04-04,1996,4,4
1522,48,monthly issuance,1997-08-02,1997,8,2
1523,52,issuance after transaction,1997-11-24,1997,11,24
1524,6,monthly issuance,1997-02-20,1997,2,20
1525,57,monthly issuance,1996-09-05,1996,9,5
1526,52,monthly issuance,1995-01-22,1995,1,22
1527,31,issuance after transaction,1993-11-17,1993,11,17
1528,50,monthly issuance,1996-06-08,1996,6,8
1529,1,monthly issuance,1996-04-28,1996,4,28
1530,70,monthly issuance,1995-05-27,1995,5,27
1532,54,monthly issuance,1996-09-19,1996,9,19
1534,1,monthly issuance,1993-05-24,1993,5,24
1535,46,monthly issuance,1993-03-20,1993,3,20
1536,41,weekly issuance,1993-01-22,1993,1,22
1537,54,monthly issuance,1997-06-06,1997,6,6
1538,22,monthly issuance,1996-09-20,1996,9,20
1539,1,issuance after transaction,1993-01-03,1993,1,3
1540,1,monthly issuance,1995-03-29,1995,3,29
1541,60,monthly issuance,1996-10-18,1996,10,18
1542,1,monthly issuance,1996-04-25,1996,4,25
1543,1,monthly issuance,1996-04-14,1996,4,14
1544,69,monthly issuance,1993-07-14,1993,7,14
1545,1,monthly issuance,1993-03-08,1993,3,8
1546,15,monthly issuance,1996-11-20,1996,11,20
1547,72,monthly issuance,1993-09-14,1993,9,14
1548,47,monthly issuance,1995-01-27,1995,1,27
1549,21,monthly issuance,1996-11-21,1996,11,21
1550,1,monthly issuance,1996-04-15,1996,4,15
1551,72,monthly issuance,1997-06-18,1997,6,18
1552,18,monthly issuance,1994-01-02,1994,1,2
1553,59,monthly issuance,1996-12-21,1996,12,21
1554,47,monthly issuance,1994-11-15,1994,11,15
1555,34,monthly issuance,1996-11-10,1996,11,10
1556,54,monthly issuance,1996-09-15,1996,9,15
1557,66,monthly issuance,1996-12-13,1996,12,13
1558,32,monthly issuance,1996-10-06,1996,10,6
1559,14,monthly issuance,1994-10-08,1994,10,8
1560,62,monthly issuance,1997-04-14,1997,4,14
1561,66,monthly issuance,1995-04-01,1995,4,1
1562,1,monthly issuance,1995-08-30,1995,8,30
1563,47,monthly issuance,1996-08-14,1996,8,14
1564,48,monthly issuance,1996-03-05,1996,3,5
1565,36,monthly issuance,1993-10-20,1993,10,20
1566,73,monthly issuance,1993-07-07,1993,7,7
1567,10,monthly issuance,1997-08-19,1997,8,19
1568,23,monthly issuance,1995-07-15,1995,7,15
1570,1,monthly issuance,1994-03-12,1994,3,12
1571,66,monthly issuance,1996-07-29,1996,7,29
1572,72,monthly issuance,1997-10-21,1997,10,21
1573,63,monthly issuance,1997-12-29,1997,12,29
1574,75,monthly issuance,1997-05-28,1997,5,28
1575,1,monthly issuance,1993-02-27,1993,2,27
1576,35,weekly issuance,1996-08-06,1996,8,6
1577,67,monthly issuance,1996-10-16,1996,10,16
1578,48,monthly issuance,1994-12-01,1994,12,1
1579,57,monthly issuance,1994-08-09,1994,8,9
1580,69,monthly issuance,1996-01-08,1996,1,8
1581,39,monthly issuance,1995-10-12,1995,10,12
1582,28,monthly issuance,1996-05-01,1996,5,1
1583,69,issuance after transaction,1994-11-17,1994,11,17
1584,30,monthly issuance,1993-05-27,1993,5,27
1585,42,monthly issuance,1996-02-23,1996,2,23
1586,1,monthly issuance,1996-10-03,1996,10,3
1587,1,monthly issuance,1996-12-11,1996,12,11
1588,67,monthly issuance,1993-12-11,1993,12,11
1589,37,monthly issuance,1993-08-07,1993,8,7
1590,77,monthly issuance,1995-04-07,1995,4,7
1591,65,monthly issuance,1996-01-10,1996,1,10
1592,38,monthly issuance,1994-08-18,1994,8,18
1593,16,monthly issuance,1996-08-22,1996,8,22
1594,15,monthly issuance,1997-04-06,1997,4,6
1596,70,monthly issuance,1997-10-05,1997,10,5
1597,68,monthly issuance,1995-07-04,1995,7,4
1598,15,monthly issuance,1997-04-12,1997,4,12
1599,57,monthly issuance,1995-11-10,1995,11,10
1600,1,monthly issuance,1996-09-13,1996,9,13
1601,10,monthly issuance,1993-02-09,1993,2,9
1602,33,monthly issuance,1993-09-19,1993,9,19
1603,1,monthly issuance,1993-05-09,1993,5,9
1604,54,monthly issuance,1993-12-16,1993,12,16
1605,72,monthly issuance,1993-12-16,1993,12,16
1606,23,monthly issuance,1996-03-07,1996,3,7
1607,71,monthly issuance,1996-04-20,1996,4,20
1608,26,monthly issuance,1997-10-08,1997,10,8
1609,41,monthly issuance,1996-07-05,1996,7,5
1610,52,monthly issuance,1993-05-17,1993,5,17
1611,69,monthly issuance,1996-02-11,1996,2,11
1612,66,monthly issuance,1996-02-12,1996,2,12
1613,1,monthly issuance,1995-09-13,1995,9,13
1614,63,monthly issuance,1996-05-07,1996,5,7
1615,1,monthly issuance,1997-10-20,1997,10,20
1616,22,monthly issuance,1997-02-07,1997,2,7
1617,45,monthly issuance,1993-06-01,1993,6,1
1618,6,monthly issuance,1996-12-18,1996,12,18
1619,38,monthly issuance,1997-02-24,1997,2,24
1620,17,monthly issuance,1995-06-08,1995,6,8
1621,75,monthly issuance,1993-12-01,1993,12,1
1622,19,monthly issuance,1996-04-12,1996,4,12
1623,1,monthly issuance,1996-02-04,1996,2,4
1624,53,monthly issuance,1996-04-22,1996,4,22
1625,1,monthly issuance,1995-01-17,1995,1,17
1626,3,monthly issuance,1994-03-15,1994,3,15
1627,1,monthly issuance,1994-01-20,1994,1,20
1628,60,monthly issuance,1993-01-10,1993,1,10
1629,10,monthly issuance,1995-11-02,1995,11,2
1630,72,monthly issuance,1993-07-28,1993,7,28
1631,10,monthly issuance,1996-09-27,1996,9,27
1632,18,weekly issuance,1996-01-13,1996,1,13
1633,51,monthly issuance,1995-02-22,1995,2,22
1634,77,monthly issuance,1994-06-04,1994,6,4
1635,19,monthly issuance,1993-12-29,1993,12,29
1636,53,monthly issuance,1997-04-08,1997,4,8
1637,1,monthly issuance,1993-01-08,1993,1,8
1638,6,weekly issuance,1996-11-12,1996,11,12
1640,13,monthly issuance,1995-09-01,1995,9,1
1641,50,monthly issuance,1996-04-22,1996,4,22
1642,64,monthly issuance,1995-05-27,1995,5,27
1644,1,monthly issuance,1993-05-09,1993,5,9
1645,50,monthly issuance,1996-10-16,1996,10,16
1646,1,weekly issuance,1996-05-27,1996,5,27
1647,1,monthly issuance,1997-07-09,1997,7,9
1648,40,monthly issuance,1997-08-08,1997,8,8
1649,46,monthly issuance,1993-01-26,1993,1,26
1650,39,monthly issuance,1997-12-06,1997,12,6
1651,34,monthly issuance,1997-01-23,1997,1,23
1652,74,monthly issuance,1993-05-20,1993,5,20
1653,1,monthly issuance,1994-09-19,1994,9,19
1654,30,monthly issuance,1996-08-05,1996,8,5
1655,41,monthly issuance,1996-04-15,1996,4,15
1656,47,monthly issuance,1997-02-01,1997,2,1
1657,12,monthly issuance,1997-11-04,1997,11,4
1658,73,monthly issuance,1993-05-10,1993,5,10
1659,46,monthly issuance,1996-12-25,1996,12,25
1660,1,monthly issuance,1995-09-22,1995,9,22
1662,1,monthly issuance,1997-08-11,1997,8,11
1663,55,monthly issuance,1996-11-02,1996,11,2
1664,56,monthly issuance,1993-11-15,1993,11,15
1665,73,monthly issuance,1997-04-15,1997,4,15
1666,67,monthly issuance,1993-10-30,1993,10,30
1667,56,monthly issuance,1996-08-18,1996,8,18
1668,62,monthly issuance,1997-03-07,1997,3,7
1669,39,monthly issuance,1996-09-19,1996,9,19
1670,12,monthly issuance,1996-01-02,1996,1,2
1671,6,monthly issuance,1993-05-05,1993,5,5
1672,5,monthly issuance,1996-05-08,1996,5,8
1673,53,monthly issuance,1993-12-08,1993,12,8
1674,1,monthly issuance,1995-09-15,1995,9,15
1675,36,monthly issuance,1993-02-01,1993,2,1
1677,69,monthly issuance,1997-01-08,1997,1,8
1678,1,monthly issuance,1993-02-22,1993,2,22
1679,68,monthly issuance,1996-09-05,1996,9,5
1680,59,monthly issuance,1993-12-10,1993,12,10
1681,68,monthly issuance,1997-07-11,1997,7,11
1682,49,monthly issuance,1995-12-22,1995,12,22
1683,77,monthly issuance,1996-11-01,1996,11,1
1684,32,weekly issuance,1993-07-10,1993,7,10
1685,28,monthly issuance,1995-12-13,1995,12,13
1686,11,monthly issuance,1993-11-18,1993,11,18
1687,23,monthly issuance,1997-04-18,1997,4,18
1688,70,monthly issuance,1993-02-27,1993,2,27
1689,55,monthly issuance,1993-09-07,1993,9,7
1690,16,monthly issuance,1995-10-07,1995,10,7
1691,48,monthly issuance,1995-11-08,1995,11,8
1692,56,monthly issuance,1995-03-29,1995,3,29
1693,1,issuance after transaction,1997-04-29,1997,4,29
1694,6,weekly issuance,1993-08-29,1993,8,29
1695,76,monthly issuance,1993-01-03,1993,1,3
1696,43,monthly issuance,1995-06-09,1995,6,9
1697,63,monthly issuance,1997-05-17,1997,5,17
1698,68,monthly issuance,1996-03-14,1996,3,14
1699,53,monthly issuance,1993-01-14,1993,1,14
1700,64,monthly issuance,1995-11-18,1995,11,18
1701,1,monthly issuance,1993-08-10,1993,8,10
1702,56,monthly issuance,1995-02-27,1995,2,27
1703,72,monthly issuance,1997-11-02,1997,11,2
1704,70,monthly issuance,1995-09-22,1995,9,22
1705,70,monthly issuance,1993-09-15,1993,9,15
1706,1,monthly issuance,1995-01-05,1995,1,5
1707,75,monthly issuance,1997-01-13,1997,1,13
1708,22,monthly issuance,1994-11-21,1994,11,21
1709,24,monthly issuance,1996-04-23,1996,4,23
1710,74,monthly issuance,1997-05-25,1997,5,25
1711,63,monthly issuance,1996-01-05,1996,1,5
1712,44,monthly issuance,1996-11-25,1996,11,25
1713,43,monthly issuance,1993-03-03,1993,3,3
1714,72,monthly issuance,1994-09-08,1994,9,8
1715,60,monthly issuance,1996-05-26,1996,5,26
1716,46,monthly issuance,1996-05-02,1996,5,2
